movie_id,title,year,rtAllCriticsRating,rtAudienceRating,rtAllCriticsNumReviews,rtAudienceNumRatings,rtAllCriticsScore,rtAudienceScore,directorName,country,genres,actorName
678,Some Folks Call It a Sling Blade,1993,0.0,0.0,0,0,0,0,George Hickenlooper,USA,"('Drama', 'Thriller')","('Billy Bob Thornton', 'Brent Briscoe', 'J.T. Walsh', 'Molly Ringwald', 'Otto Coelho')"
679,"Run of the Country, The",1995,6.0,3.3,7,237,42,60,Peter Yates,Ireland,"('Drama',)","('Albert Finney', 'Anthony Brophy', 'David Blake Kelly', 'Matt Keeslar', 'Victoria Smurfit')"
680,Alphaville,1965,7.9,3.9,25,4907,84,82,Jean-Luc Godard,France,"('Sci-Fi',)","('Akim Tamiroff', 'Anna Karina', 'Eddie Constantine', 'Howard Vernon', 'Laszlo Szabo')"
681,Clean Slate (Coup de Torchon),1981,7.2,3.8,6,497,83,77,Bertrand Tavernier,France,"('Crime',)","('Eddy Mitchell', 'Isabelle Huppert', 'Jean-Pierre Marielle', 'Philippe Noiret', 'Stéphane Audran')"
682,Tigrero: A Film That Was Never Made,1994,0.0,0.0,2,0,100,0,Jim Jarmusch,Brazil,"('Documentary', 'Drama')","('Jim Jarmusch', 'Samuel Fuller', 'The Karaja')"
683,"Eye of Vichy, The (Oeil de Vichy, L')",1993,0.0,0.0,2,0,100,0,Claude Chabrol,France,"('Documentary',)","('Brian Cox',)"
685,It's My Party,1995,5.8,3.7,14,843,50,78,Randal Kleiser,USA,"('Drama',)","('Eric Roberts', 'Gregory Harrison', 'Lee Grant', 'Marlee Matlin', 'Paul Regina')"
687,Country Life,1994,6.5,3.1,6,265,66,44,Michael Blakemore,Australia,"('Drama', 'Romance')","('Greta Scacchi', 'John Hargreaves', 'Kerry Fox', 'Michael Blakemore', 'Sam Neill')"
688,Operation Dumbo Drop,1995,4.0,2.4,24,2200,29,31,Simon Wincer,USA,"('Action', 'Adventure', 'Comedy', 'War')","('Corin Nemec', 'Danny Glover', 'Denis Leary', 'Doug E. Doug', 'Ray Liotta')"
690,"Promise, The (Versprechen, Das)",1994,7.0,3.7,6,95,83,74,Margarethe von Trotta,Germany,"('Romance',)","('Meret Becker', 'Corinna Harfouch', 'Anian Zollner', 'August Zirner', 'Jean-Yves Gautier')"
691,Mrs. Winterbourne,1996,3.8,3.1,29,2892,6,60,Richard Benjamin,USA,"('Comedy', 'Romance')","('Brendan Fraser', 'Loren Dean', 'Miguel Sandoval', 'Ricki Lake', 'Shirley MacLaine')"
692,Solo,1996,3.2,2.3,26,827,3,25,Norberto Barba,Mexico,"('Action', 'Sci-Fi', 'Thriller')","('Adrien Brody', 'Barry Corbin', 'Bill Sadler', 'Mario Van Peebles', 'Seidy Lopez')"
693,Under the Domin Tree (Etz Hadomim Tafus),1994,0.0,0.0,1,0,100,0,Eli Cohen,Israel,"('Drama',)","('Alex Peleg', 'Gila Almagor', 'Juliano Mer', 'Kaipo Cohen', 'Ohad Shahar')"
694,"Substitute, The",1996,4.6,2.9,21,1815,38,44,Robert Mandel,USA,"('Action',)","('Marc Anthony', 'Diane Venora', 'Ernie Hudson', 'Glenn Plummer', 'Tom Berenger')"
695,True Crime,1995,6.0,3.2,38,2873,52,51,Clint Eastwood,USA,"('Mystery', 'Thriller')","('Clint Eastwood', 'Denis Leary', 'Isaiah Washington', 'James Woods', 'Lisa Gay Hamilton')"
696,Butterfly Kiss,1995,6.4,3.2,13,586,76,55,Michael Winterbottom,UK,"('Thriller',)","('Amanda Plummer', 'Fine Time Fontayne', 'Freda Dowie', 'Paul Bown', 'Saskia Reeves')"
697,Feeling Minnesota,1996,3.8,2.7,19,2783,15,30,Steven Baigelman,USA,"('Drama', 'Romance')","('Cameron Diaz', 'Courtney Love', 'Delroy Lindo', 'Keanu Reeves', ""Vincent D'Onofrio"")"
698,Delta of Venus,1994,4.4,0.0,5,0,0,0,Zalman King,USA,"('Drama',)","('Audie England', 'Costas Mandylor', 'Emma Louise Moore', 'Raven Snow', 'Rory Campbell')"
700,Angus,1995,6.0,3.9,24,6295,70,76,Gurinder Chadha,USA,"('Comedy',)","('Steve Jones', 'Aaron Johnson', 'Alan Davies', 'Georgia Groome', 'Karen Taylor')"
701,Daens,1992,0.0,0.0,0,0,0,0,Stijn Coninx,Belgium,"('Drama',)","('Antje de Boeck', 'Gérard Desarthe', 'Jan Decleir', 'Johan Leysen', 'Michaël Pas')"
702,Faces,1968,7.9,3.5,60,62348,93,81,John Woo,USA,"('Drama',)","('Alessandro Nivola', 'Gina Gershon', 'Joan Allen', 'John Travolta', 'Nicolas Cage')"
703,Boys,1996,7.5,3.5,57,5895,89,84,John Crowley,UK,"('Drama',)","('Andrew Garfield', 'Jeremy Swift', 'Katie Lyons', 'Peter Mullan', 'Shaun Evans')"
704,"Quest, The",1996,7.2,3.0,111,19804,89,67,Dean Parisot,USA,"('Action', 'Adventure')","('Alan Rickman', 'Sam Rockwell', 'Sigourney Weaver', 'Tim Allen', 'Tony Shalhoub')"
705,Cosi,1996,0.0,0.0,0,0,0,0,Tinto Brass,Italy,"('Comedy',)","('Claudia Koll', 'Isabella Deiana', 'Ornella Marcucci', 'Paolo Lanza', 'Renzo Rinaldi')"
706,Sunset Park,1996,4.6,3.6,8,636,12,78,Steve Gomer,USA,"('Drama',)","('Camille Saviola', 'Carol Kane', 'Fredro Starr', 'Rhea Perlman', 'Terrence Howard')"
707,Mulholland Falls,1996,5.1,2.9,29,1519,31,40,Lee Tamahori,USA,"('Crime', 'Film-Noir', 'Thriller')","('Chazz Palminteri', 'Chris Penn', 'Melanie Griffith', 'Michael Madsen', 'Nick Nolte')"
708,"Truth About Cats & Dogs, The",1996,6.7,2.9,36,6120,83,55,Michael Lehmann,USA,"('Comedy', 'Romance')","('Ben Chaplin', 'James McCaffrey', 'Jamie Foxx', 'Janeane Garofalo', 'Uma Thurman')"
709,Oliver & Company,1988,5.4,3.3,33,9618,42,65,George Scribner,USA,"('Animation', ""Children's"")","('Bette Midler', 'Billy Joel', 'Cheech Marin', 'Joey Lawrence', 'Roscoe Lee Browne')"
710,Celtic Pride,1996,3.1,2.6,23,1756,8,30,Tom DeCerchio,USA,"('Comedy',)","('Adam Hendershott', 'Damon Wayans', 'Dan Aykroyd', 'Daniel Stern', ""Gail O'Grady"")"
711,Flipper,1996,4.8,2.6,17,6086,29,44,Alan Shapiro,USA,"('Adventure', ""Children's"")","('Chelsea Field', 'Elijah Wood', 'Isaac Hayes', 'Jonathan Banks', 'Paul Hogan')"
712,Captives,1994,6.7,3.0,10,119,70,47,Chantal Akerman,France,"('Drama',)","('Françoise Bertin', 'Liliane Rovere', 'Olivia Bonamy', 'Stanislas Merhar', 'Sylvie Testud')"
713,Of Love and Shadows,1994,4.2,0.0,5,0,20,0,Betty Kaplan,Argentina,"('Drama',)","('Antonio Banderas', 'Camilo Gallardo', 'Diego Wallraff', 'Jennifer Connelly', 'Patricio Contreras')"
714,Dead Man,1995,6.8,4.0,33,16798,69,86,Jim Jarmusch,USA,"('Western',)","('Gary Farmer', 'Johnny Depp', 'Lance Henriksen', 'Michael Wincott', 'Robert Mitchum')"
715,"Horseman on the Roof, The (Hussard sur le toit, Le)",1995,6.6,3.7,20,1134,65,77,Jean-Paul Rappeneau,France,"('Drama',)","('François Cluzet', 'Isabelle Carré', 'Jean Yanne', 'Juliette Binoche', 'Olivier Martinez')"
716,Switchblade Sisters,1975,5.4,3.5,19,847,52,69,Jack Hill,USA,"('Crime',)","('Bill Adler', 'Joanne Nail', 'Kate Murtagh', 'Marlene Clark', 'Monica Gayle')"
717,Mouth to Mouth (Boca a boca),1995,5.8,3.3,9,162,33,56,Manuel Gomez Pereira,Spain,"('Comedy',)","('Aitana Sánchez-Gijón', 'Javier Bardem', 'Josep Maria Flotats', 'María Barranco', 'Myriam Mézières')"
718,"Visitors, The (Les Visiteurs)",1993,5.4,3.7,11,3693,36,74,Jean-Marie Poiré,France,"('Comedy', 'Sci-Fi')","('Christian Bujeau', 'Christian Clavier', 'Jean Reno', 'Marie-Anne Chazel', 'Valérie Lemercier')"
719,Multiplicity,1996,5.4,2.7,43,4648,44,43,Harold Ramis,USA,"('Comedy',)","('Andie MacDowell', 'Eugene Levy', 'Harris Yulin', 'Michael Keaton', 'Richard Masur')"
722,"Haunted World of Edward D. Wood Jr., The",1995,0.0,0.0,1,0,100,0,Brett Thompson,USA,"('Documentary',)","('Bela Lugosi', 'Dolores Fuller', 'Loretta King', 'Paul Marco', 'Tony Griffin')"
724,"Craft, The",1996,5.4,3.1,29,23740,44,67,Andrew Fleming,USA,"('Drama', 'Horror')","('Fairuza Balk', 'Neve Campbell', 'Rachel True', 'Robin Tunney', 'Skeet Ulrich')"
725,"Great White Hype, The",1996,5.1,2.7,20,1488,45,32,Reginald Hudlin,USA,"('Comedy',)","('Peter Berg', 'Damon Wayans', 'Jeff Goldblum', 'Jon Lovitz', 'Samuel L. Jackson')"
726,Last Dance,1996,0.0,0.0,0,0,0,0,Lee Seung-ryeol,USA,"('Drama',)","('Bo-young Lee', 'Eugene', 'Ji Sung', 'Ryu Soo-Young')"
727,War Stories,1995,0.0,0.0,0,0,0,0,Robert Singer,USA,"('Documentary',)","('Ed Begley Jr', 'Jeff Goldblum', 'Jeffrey Nordling', 'Lake Bell', 'Louise Lombard')"
728,Cold Comfort Farm,1995,7.5,3.7,31,1564,83,79,John Schlesinger,UK,"('Comedy',)","('Eileen Atkins', 'Ian McKellen', 'Ivan Kaye', 'Kate Beckinsale', 'Sheila Burrell')"
729,"Institute Benjamenta, or This Dream People Call Human Life",1995,7.5,4.2,6,375,100,87,Brothers Quay,UK,"('Drama',)","('Alice Krige', 'Daniel Smith', 'Gottfried John', 'Joseph Alessi', 'Mark Rylance')"
731,Heaven's Prisoners,1996,4.1,2.7,19,457,15,25,Phil Joanou,USA,"('Mystery', 'Thriller')","('Eric Roberts', 'Alec Baldwin', 'Kelly Lynch', 'Mary Stuart Masterson', 'Teri Hatcher')"
733,"Rock, The",1996,6.5,3.6,47,45013,65,85,Michael Bay,USA,"('Action', 'Adventure', 'Thriller')","('William Forsythe', 'Ed Harris', 'Michael Biehn', 'Nicolas Cage', 'Sean Connery')"
734,Getting Away With Murder,1996,3.0,2.8,7,747,0,29,Harvey Miller,UK,"('Comedy',)","('Bonnie Hunt', 'Brian Kerwin', 'Dan Aykroyd', 'Jack Lemmon', 'Lily Tomlin')"
735,Cemetery Man (Dellamorte Dellamore),1994,6.0,3.8,26,3149,61,78,Michele Soavi,Italy,"('Comedy', 'Horror')","('Anna Falchi', 'Clive Riche', 'Mickey Knox', 'Rupert Everett', 'Stefano Masciarelli')"
736,Twister,1996,6.0,3.2,49,45771,57,62,Jan de Bont,USA,"('Action', 'Adventure', 'Romance', 'Thriller')","('Bill Paxton', 'Cary Elwes', 'Helen Hunt', 'Jami Gertz', 'Lois Smith')"
738,"Garcu, Le",1995,0.0,0.0,0,0,0,0,Maurice Pialat,France,"('Drama',)","('Antoine Pialat', 'Dominique Rocheteau', 'Fabienne Babe', 'Geraldine Pailhas', 'Gérard Depardieu')"
741,Ghost in the Shell (Kokaku kidotai),1995,7.4,3.9,31,25483,93,87,Mamoru Oshii,Japan,"('Animation', 'Sci-Fi')","('Atsuko Tanaka', 'Hank Smith', 'Richard George', 'Steve Davis', 'William Knight')"
742,Thinner,1996,3.8,2.7,17,3249,17,40,Tom Holland,USA,"('Horror', 'Thriller')","('Joe Mantegna', 'Kari Wuhrer', 'Lucinda Jenney', 'Michael Constantine', 'Robert John Burke')"
743,Spy Hard,1996,3.2,2.5,30,4450,6,37,Rick Friedberg,USA,"('Comedy',)","('Barry Bostwick', 'Charles Durning', 'Leslie Nielsen', 'Marcia Gay Harden', 'Nicollette Sheridan')"
744,Brothers in Trouble,1995,0.0,0.0,3,0,100,0,Udayan Prasad,UK,"('Drama',)","('Angeline Ball', 'Bhasker Patel', 'Harmage Singh Kalirai', 'Om Puri', 'William Maxwell')"
745,"Close Shave, A",1995,8.5,0.0,19,0,100,0,Nick Park,UK,"('Animation', 'Comedy', 'Thriller')","('Anne Reid', 'Peter Sallis')"
746,Force of Evil,1948,8.6,3.7,12,600,100,74,Abraham Polonsky,USA,"('Film-Noir',)","('John Garfield', 'Beatrice Pearson', 'Marie Windsor', 'Roy Roberts', 'Thomas Gomez')"
747,"Stupids, The",1996,3.1,2.3,14,2070,21,35,John Landis,UK,"('Comedy',)","('Alex McKenna', 'Bug Hall', 'Jessica Lundy', 'Mark Metcalf', 'Tom Arnold')"
748,"Arrival, The",1996,6.3,2.9,27,2211,66,41,David Twohy,USA,"('Action', 'Sci-Fi', 'Thriller')","('Charlie Sheen', 'Lindsay Crouse', 'Richard Schiff', 'Ron Silver', 'Teri Polo')"
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1963,9.0,4.2,58,33662,100,94,Stanley Kubrick,UK,"('Sci-Fi', 'War')","('Peter Sellers', 'George C. Scott', 'Keenan Wynn', 'Slim Pickens', 'Sterling Hayden')"
751,Careful,1992,6.4,4.0,11,200,81,79,Guy Maddin,Canada,"('Comedy',)","('Paul Cox', 'Gosia Dobrowolska', 'Kyle McCulloch', 'Sarah Neville', 'Victor Cowie')"
753,"Month by the Lake, A",1995,6.2,3.1,17,914,70,44,John Irvin,UK,"('Comedy', 'Drama')","('Alessandro Gassman', 'Alida Valli', 'Edward Fox', 'Uma Thurman', 'Vanessa Redgrave')"
754,Gold Diggers: The Secret of Bear Mountain,1995,6.2,0.0,8,0,50,0,Kevin James Dobson,Canada,"('Adventure', ""Children's"")","('Anna Chlumsky', 'Brian Kerwin', 'Christina Ricci', 'Jay Brazeau', 'Polly Draper')"
755,Kim,1950,6.6,0.0,5,0,100,0,Victor Saville,USA,"(""Children's"", 'Drama')","('Dean Stockwell', 'Errol Flynn', 'Paul Lukas', 'Robert Douglas', 'Thomas Gomez')"
756,Carmen Miranda: Bananas Is My Business,1994,6.0,0.0,5,0,80,0,Helena Solberg,UK,"('Documentary',)","('Alice Faye', 'Cesar Romero', 'Cynthia Adler', 'Erick Barreto', 'Rita Moreno')"
757,Ashes of Time,1994,6.6,3.6,69,2166,78,71,Kar Wai Wong,Hong Kong,"('Drama',)","('Brigitte Lin', 'Jacky Cheung', 'Leslie Cheung', 'Maggie Cheung', 'Tony Leung Chiu-Wai')"
759,Maya Lin: A Strong Clear Vision,1994,7.5,3.8,6,180,100,72,Freida Lee Mock,USA,"('Documentary',)","('Maya Lin',)"
760,Stalingrad,1993,7.1,4.0,7,2247,71,87,Joseph Vilsmaier,Germany,"('War',)","('Dana Vávrová', 'Dominique Horwitz', 'Jochen Nickel', 'Martin Benrath', 'Thomas Kretschmann')"
761,"Phantom, The",1996,0.0,0.0,0,0,0,0,Pete Schuermann,USA,"('Adventure',)","('David Carty', 'Jeff Walters', 'Michael Fleming')"
762,Striptease,1996,3.4,2.4,34,5832,11,28,Andrew Bergman,USA,"('Comedy', 'Crime')","('Armand Assante', 'Burt Reynolds', 'Demi Moore', 'Robert Patrick', 'Ving Rhames')"
763,"Last of the High Kings, The (a.k.a. Summer Fling)",1996,0.0,0.0,1,0,100,0,David Keating,Denmark,"('Drama',)","(""Catherine O'Hara"", 'Christina Ricci', 'Gabriel Byrne', 'Jared Leto', 'Stephen Rea')"
764,Heavy,1995,8.6,3.9,53,23608,96,91,Rob Reiner,USA,"('Drama', 'Romance')","('Christopher Guest', 'Harry Shearer', 'Michael McKean', 'R.J. Parnell', 'Rob Reiner')"
765,Jack,1996,4.0,3.0,29,11920,17,57,Francis Ford Coppola,USA,"('Comedy', 'Drama')","('Diane Lane', 'Brian Kerwin', 'Fran Drescher', 'Jennifer Lopez', 'Robin Williams')"
766,I Shot Andy Warhol,1996,6.7,3.4,25,1521,76,68,Mary Harron,UK,"('Drama',)","('Jared Harris', 'Lili Taylor', 'Lothaire Bluteau', 'Martha Plimpton', 'Stephen Dorff')"
767,"Grass Harp, The",1995,5.9,3.4,14,297,50,56,Charles Matthau,USA,"('Drama',)","('Edward Furlong', 'Nell Carter', 'Piper Laurie', 'Sissy Spacek', 'Walter Matthau')"
771,"Vie est belle, La (Life is Rosey)",1987,5.8,3.8,12,33,50,80,Ari Libsker,France,"('Comedy', 'Drama')","('Ari Libsker', 'Barak Heymann', 'Morris Ben-Mayor')"
774,Wend Kuuni (God's Gift),1982,0.0,0.0,0,0,0,0,Gaston Kaboré,Burkina Faso,"('Drama',)","('Colette Kaboré', 'Joseph Nikiema', 'Serge Yanogo', 'Simone Tapsoba')"
775,Spirits of the Dead (Tre Passi nel Delirio),1968,6.6,3.5,18,736,88,65,Federico Fellini,France,"('Horror',)","('Alain Delon', 'Brigitte Bardot', 'James Robertson Justice', 'Jane Fonda', 'Terence Stamp')"
778,Trainspotting,1996,8.2,4.0,55,88351,89,92,Danny Boyle,UK,"('Drama',)","('Ewan McGregor', 'Ewen Bremner', 'Jonny Lee Miller', 'Kevin Mckidd', 'Robert Carlyle')"
779,'Til There Was You,1997,3.9,2.7,28,1660,7,36,Scott Winant,USA,"('Drama', 'Romance')","('Dylan McDermott', 'Jeanne Tripplehorn', 'Jennifer Aniston', 'Ken Olin', 'Sarah Jessica Parker')"
780,Independence Day (ID4),1996,6.2,3.5,54,94416,61,75,Roland Emmerich,USA,"('Action', 'Sci-Fi', 'War')","('Bill Pullman', 'Jeff Goldblum', 'Judd Hirsch', 'Mary McDonnell', 'Will Smith')"
781,Stealing Beauty,1996,5.9,3.5,47,5036,53,73,Bernardo Bertolucci,Italy,"('Drama',)","('Donal McCann', 'Jean Marais', 'Jeremy Irons', 'Liv Tyler', 'Sinead Cusack')"
782,"Fan, The",1996,4.8,2.8,25,5593,40,37,Tony Scott,USA,"('Thriller',)","('Benicio Del Toro', 'Ellen Barkin', 'John Leguizamo', 'Robert De Niro', 'Wesley Snipes')"
783,"Hunchback of Notre Dame, The",1996,8.3,0.0,9,0,100,0,William Dieterle,USA,"('Animation', ""Children's"", 'Musical')","('Cedric Hardwicke', 'Charles Laughton', ""Edmond O'Brien"", ""Maureen O'Hara"", 'Thomas Mitchell')"
784,"Cable Guy, The",1996,5.4,2.8,54,27061,51,50,Ben Stiller,USA,"('Comedy',)","('George Segal', 'Jack Black', 'Jim Carrey', 'Leslie Mann', 'Matthew Broderick')"
785,Kingpin,1996,5.8,3.1,35,13950,51,63,Bobby Farrelly,USA,"('Comedy',)","('Chris Elliott', 'Bill Murray', 'Randy Quaid', 'Vanessa Angel', 'Woody Harrelson')"
786,Eraser,1996,4.9,2.8,44,10891,34,43,Charles Russell,USA,"('Action', 'Thriller')","('Arnold Schwarzenegger', 'James Caan', 'James Coburn', 'Robert Pastorelli', 'Vanessa L. Williams')"
788,"Nutty Professor, The",1996,6.0,2.9,51,25286,66,50,Tom Shadyac,USA,"('Comedy', 'Fantasy', 'Romance', 'Sci-Fi')","('Dave Chappelle', 'Eddie Murphy', 'Jada Pinkett Smith', 'James Coburn', 'Larry Miller')"
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The",1995,0.0,0.0,2,0,100,0,Yale Strom,USA,"('Documentary',)","('Leopold Kozlowski',)"
792,"Hungarian Fairy Tale, A",1987,0.0,0.0,1,0,100,0,Gyula Gazdag,Hungary,"('Fantasy',)","('Arpad Vermes', 'Eszter Csakanyi', 'Frantisek Husak', 'Mária Varga', 'Szilvia Toth')"
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),1993,6.9,0.0,6,0,83,0,Gerard Mordillat,France,"('Drama',)","('Julie Jézéquel', 'Luc Thuillier', 'Marc Barbé', 'Sami Frey', 'Valerie Jeannet')"
796,"Very Natural Thing, A",1974,0.0,0.0,1,0,0,0,Christopher Larkin,USA,"('Drama',)","('Curt Gareth', 'George Diaz', 'Jay Pierce', 'Kurt Brandt', 'Robert Joel')"
798,Daylight,1996,4.7,2.8,27,7912,22,41,Rob Cohen,USA,"('Action', 'Adventure', 'Thriller')","('Amy Brenneman', 'Dan Hedaya', 'Jay O Sanders', 'Sylvester Stallone', 'Viggo Mortensen')"
799,"Frighteners, The",1996,6.3,3.3,25,9928,72,70,Peter Jackson,New Zealand,"('Comedy', 'Horror')","('Jeffrey Combs', 'John Astin', 'Michael J. Fox', 'Peter Dobson', 'Trini Alvarado')"
800,Lone Star,1996,0.0,0.0,4,0,0,0,David Semel,USA,"('Drama', 'Mystery')","('D.J. Qualls', 'John Mellencamp', 'Joshua Jackson', 'Matthew Davis', 'Ryan Hurst')"
801,Harriet the Spy,1996,5.1,2.6,29,3584,44,46,Bronwen Hughes,USA,"(""Children's"", 'Comedy')","('Gregory Smith', 'J. Smith-Cameron', 'Michelle Trachtenberg', ""Rosie O'Donnell"", 'Vanessa Lee Chester')"
802,Phenomenon,1996,5.9,3.0,32,9166,50,62,Jon Turteltaub,USA,"('Drama', 'Romance')","('Forest Whitaker', 'Jeffrey DeMunn', 'John Travolta', 'Kyra Sedgwick', 'Robert Duvall')"
803,Walking and Talking,1996,7.1,3.6,21,674,85,67,Nicole Holofcener,UK,"('Romance',)","('Anne Heche', 'Catherine Keener', 'Kevin Corrigan', 'Liev Schreiber', 'Todd Field')"
804,She's the One,1996,5.8,2.9,48,3031,60,39,Edward Burns,USA,"('Comedy', 'Romance')","('Cameron Diaz', 'Edward Burns', 'Jennifer Aniston', 'John Mahoney', 'Maxine Bahns')"
805,"Time to Kill, A",1996,6.1,3.6,50,17074,68,83,Joel Schumacher,USA,"('Drama',)","('Brenda Fricker', 'Kevin Spacey', 'Matthew McConaughey', 'Samuel L. Jackson', 'Sandra Bullock')"
806,American Buffalo,1996,6.6,3.0,25,598,76,46,Michael Corrente,UK,"('Drama',)","('Dennis Franz', 'Dustin Hoffman', 'Sean Nelson')"
807,"Rendezvous in Paris (Rendez-vous de Paris, Les)",1995,6.8,3.6,17,158,76,63,Eric Rohmer,France,"('Comedy', 'Romance')","('Antoine Basler', 'Clara Bellar', 'Judith Chancel', 'Malcolm Conrath', 'Mathias Mégard')"
808,Alaska,1996,4.9,3.2,78,4196,37,66,Jay Roach,Canada,"('Adventure', ""Children's"")","('Burt Reynolds', 'Colm Meaney', 'Hank Azaria', 'Mary McCormack', 'Russell Crowe')"
809,Fled,1996,4.3,2.6,29,1281,13,26,Kevin Hooks,USA,"('Action', 'Adventure')","('Bill Bellamy', 'Laurence Fishburne', 'Salma Hayek', 'Stephen Baldwin', 'Will Patton')"
810,Kazaam,1996,2.5,1.8,25,3161,4,19,Paul Michael Glaser,USA,"(""Children's"", 'Comedy', 'Fantasy')","('James Acheson', 'Ally Walker', 'Francis Capra', 'Marshall Manesh (II)', ""Shaquille O'Neal"")"
813,Larger Than Life,1996,4.1,2.6,17,1363,11,28,Howard Franklin,USA,"('Comedy',)","('Bill Murray', 'Janeane Garofalo', 'Keith David', 'Linda Fiorentino', 'Matthew McConaughey')"
814,"Boy Called Hate, A",1995,0.0,0.0,1,0,100,0,Mitch Marcus,USA,"('Drama',)","('Adam Beach', 'Elliott Gould', 'James Caan', 'Missy Crider', 'Scott Caan')"
818,"Very Brady Sequel, A",1996,5.6,2.3,32,4591,50,26,Arlene Sanford,USA,"('Comedy',)","('Christine Taylor', 'Christopher Daniel Barnes', 'Gary Cole', 'Shelley Long', 'Tim Matheson')"
820,"Death in the Garden (Mort en ce jardin, La)",1956,7.8,3.4,11,201,90,47,Luis Buñuel,France,"('Drama',)","('Charles Vanel', 'Georges Marchal', 'Michel Piccoli', 'Michèle Girardon', 'Simone Signoret')"
821,"Crude Oasis, The",1995,0.0,3.1,1,38,0,50,Alex Graves,USA,"('Romance',)","('Robert Peterson', 'Aaron Shields', 'Jennifer Taylor', 'Mussef Sibay', 'Roberta Eaton')"
823,"Collectionneuse, La",1967,7.1,3.9,9,566,88,83,Eric Rohmer,France,"('Drama',)","('Daniel Pommereulle', 'Eugene Archer', 'Haydee Politoff', 'Mijanou Bardot', 'Patrick Bauchau')"
824,Kaspar Hauser,1993,0.0,0.0,0,0,0,0,Werner Herzog,West Germany,"('Drama',)","('Brigitte Mira', 'Bruno S.', 'Michael Kroecher', 'Walter Ladengast', 'Willy Semmelrogge')"
827,"Convent, The (Convento, O)",1995,3.5,0.0,7,0,28,0,Manoel de Oliveira,Portugal,"('Drama',)","('Catherine Deneuve', ""Duarte D'Almeida"", 'John Malkovich', 'Leonor Silveira', 'Luís Miguel Cintra')"
828,"Adventures of Pinocchio, The",1996,4.8,2.6,15,1746,26,33,Steve Barron,UK,"('Adventure', ""Children's"")","('Corey Carrier', 'Geneviève Bujold', 'Jonathan Taylor Thomas', 'Martin Landau', 'Teco Celio')"
829,Joe's Apartment,1996,3.8,2.5,26,3311,15,43,John Payson,USA,"('Comedy', 'Musical')","(""Jerry O'Connell"", 'Jim Sterling', 'Jim Turner', 'Megan Ward', 'Shiek Mahmud-Bey')"
830,"First Wives Club, The",1996,5.4,3.2,32,9522,40,67,Hugh Wilson,USA,"('Comedy',)","('Bette Midler', 'Dan Hedaya', 'Diane Keaton', 'Goldie Hawn', 'Maggie Smith')"
831,Stonewall,1995,6.5,3.4,8,282,62,57,Nigel Finch,UK,"('Drama',)","('Brendan Corbalis', 'Bruce MacVittie', 'Frederick Weller', 'Guillermo Díaz', 'Luis Guzman')"
832,Ransom,1996,6.4,3.1,30,10364,70,61,Ron Howard,USA,"('Drama', 'Thriller')","('Brawley Nolte', 'Delroy Lindo', 'Gary Sinise', 'Mel Gibson', 'Rene Russo')"
833,High School High,1996,5.9,3.6,127,80210,65,76,Kenny Ortega,USA,"('Comedy',)","('Ashley Tisdale', 'Corbin Bleu', 'Lucas Grabeel', 'Vanessa Anne Hudgens', 'Zac Efron')"
834,Phat Beach,1996,0.0,3.0,3,375,0,46,Doug Ellin,USA,"('Comedy',)","('Brian Hooks', 'Claudia Kaleem', 'Eric Fleeks', 'Gregg Vance', 'Jermaine Hopkins')"
835,Foxfire,1996,5.3,3.5,10,3071,30,67,Annette Haywood-Carter,USA,"('Drama',)","('Angelina Jolie', 'Hedy Burress', 'Jenny Shimizu', 'Peter Facinelli', 'Sarah Rosenberg')"
836,Chain Reaction,1996,4.1,2.7,31,6845,12,33,Andrew Davis,USA,"('Action', 'Adventure', 'Thriller')","('Kevin Dunn', 'Fred Ward', 'Keanu Reeves', 'Morgan Freeman', 'Rachel Weisz')"
837,Matilda,1996,7.4,3.1,20,24214,90,65,Danny DeVito,USA,"(""Children's"", 'Comedy')","('Danny DeVito', 'Embeth Davidtz', 'Mara Wilson', 'Pam Ferris', 'Rhea Perlman')"
838,Emma,1996,0.0,0.0,0,0,0,0,Diarmuid Lawrence,UK,"('Comedy', 'Drama', 'Romance')","('Bernard Hepton', 'Dominic Rowan', 'James Hazledine', 'Kate Beckinsale', 'Lucy Robinson')"
839,"Crow: City of Angels, The",1996,3.4,3.0,33,12460,12,51,Tim Pope,USA,"('Action', 'Thriller')","('Richard Brooks (VI)', 'Iggy Pop', 'Mia Kirshner', 'Thomas Jane', 'Vincent Perez')"
840,House Arrest,1996,3.5,2.8,12,2789,8,44,Harry Winer,USA,"('Comedy',)","('Christopher McDonald', 'Jamie Lee Curtis', 'Jennifer Tilly', 'Kevin Pollak', 'Sheila McCarthy')"
841,Eyes Without a Face,1959,8.2,4.0,42,785,97,86,Georges Franju,France,"('Horror',)","('Alexandre Rignault', 'Alida Valli', 'Claude Brasseur', 'Edith Scob', 'Juliette Mayniel')"
842,Tales from the Crypt Presents: Bordello of Blood,1996,3.2,2.6,27,3764,14,41,Gilbert Adler,USA,"('Horror',)","('Angie Everhart', 'Chris Sarandon', 'Corey Feldman', 'Dennis Miller', 'Erika Eleniak')"
