id,title,imdbID,genre
3210,Fast Times at Ridgemont High,83929,"Comedy, Drama"
3211,Evil Angels,94924,Drama
3213,Batman: Mask of the Phantasm,106364,"Animation, Action, Adventure"
3214,American Flyers,88707,"Drama, Sport"
3215,Voyage of the Damned,75406,"Drama, War"
3216,Vampiros lesbos,66380,Horror
3217,A Star Is Born,29606,Drama
3218,Poison,102687,"Drama, Horror, Sci-Fi"
3219,Pacific Heights,100318,Thriller
3220,Night Tide,55230,"Fantasy, Horror, Thriller"
3221,The Draughtsman's Contract,83851,"Comedy, Drama, Mystery"
3222,U-Carmen e-Khayelitsha,445776,"Musical, Drama, Romance"
3223,A Zed & Two Noughts,90366,"Comedy, Drama"
3224,Suna no onna,58625,"Drama, Thriller"
3225,Down to You,186975,"Comedy, Drama, Romance"
3226,Hellhounds on My Trail: The Afterlife of Robert Johnson,197544,"Documentary, Biography, Music"
3230,The Odessa File,71935,"Drama, Thriller"
3231,The Saphead,11652,Comedy
3232,Seven Chances,16332,"Comedy, Romance"
3235,Where the Buffalo Roam,81748,"Biography, Comedy"
3237,Falkens öga,183065,Documentary
3238,Eye of the Beholder,120662,"Drama, Mystery, Thriller"
3239,Isn't She Great,141399,"Biography, Comedy, Romance"
3240,The Big Tease,156639,Comedy
3241,Phörpa,201840,"Comedy, Sport"
3242,Santitos,126651,"Comedy, Drama"
3243,Encino Man,104187,Comedy
3244,The Goodbye Girl,76095,"Comedy, Drama, Romance"
3245,Soy Cuba,58604,"Drama, Music, War"
3246,Malcolm X,104797,"Biography, Drama, History"
3247,Sister Act,105417,"Comedy, Crime, Music"
3248,Sister Act 2: Back in the Habit,108147,"Comedy, Music"
3249,The Hand That Rocks the Cradle,104389,Thriller
3250,Alive,106246,"Adventure, Biography, Drama"
3251,Agnes of God,88683,"Drama, Mystery"
3252,Scent of a Woman,105323,Drama
3253,Wayne's World,105793,"Comedy, Music"
3254,Wayne's World 2,108525,"Comedy, Music"
3255,A League of Their Own,104694,"Comedy, Drama, Sport"
3256,Patriot Games,105112,"Action, Thriller"
3257,The Bodyguard,103855,"Action, Drama, Music"
3258,Death Becomes Her,104070,"Comedy, Fantasy, Horror"
3259,Far and Away,104231,"Adventure, Drama, Romance"
3260,Howards End,104454,"Drama, Romance"
3261,Singles,105415,"Comedy, Drama, Romance"
3262,Twin Peaks: Fire Walk with Me,105665,"Drama, Fantasy, Horror"
3263,White Men Can't Jump,105812,"Comedy, Drama, Sport"
3264,Buffy the Vampire Slayer,103893,"Action, Comedy, Fantasy"
3265,Lat sau san taam,104684,"Action, Crime, Drama"
3266,C'est arrivé près de chez vous,103905,"Comedy, Crime, Drama"
3267,El mariachi,104815,"Action, Crime, Drama"
3268,Stop! Or My Mom Will Shoot,105477,"Action, Comedy, Family"
3269,Forever Young,104291,"Drama, Romance, Sci-Fi"
3270,The Cutting Edge,104040,"Drama, Romance, Sport"
3271,Of Mice and Men,105046,Drama
3272,Bad Lieutenant,103759,"Crime, Drama"
3273,Scream 3,134084,"Horror, Mystery"
3274,Single White Female,105414,"Crime, Drama, Thriller"
3275,The Boondock Saints,144117,"Action, Crime, Thriller"
3276,Gun Shy,171356,"Comedy, Crime, Romance"
3278,Gendernauts - Eine Reise durch die Geschlechter,192069,Documentary
3280,Gone Baby Gone,452623,"Crime, Drama, Mystery"
3281,The Brandon Teena Story,144801,"Documentary, Biography"
3282,Different for Girls,116102,"Comedy, Romance"
3283,Minnie and Moskowitz,67433,"Comedy, Drama, Romance"
3284,They Might Be Giants,67848,"Mystery, Comedy, Romance"
3285,The Beach,163978,"Adventure, Drama, Romance"
3286,Snow Day,184907,"Adventure, Comedy, Family"
3287,The Tigger Movie,220099,"Animation, Comedy, Drama"
3289,Yi ge dou bu neng shao,209189,Drama
3292,The Big Combo,47878,"Crime, Drama, Film-Noir"
3293,Conceiving Ada,118882,"Drama, Fantasy, Sci-Fi"
3294,Eaten Alive,74455,"Horror, Thriller"
3295,Raining Stones,107920,"Drama, Comedy"
3296,"To Sir, with Love",62376,Drama
3298,Boiler Room,181984,"Crime, Drama, Thriller"
3300,Pitch Black,134847,"Horror, Sci-Fi"
3301,The Whole Nine Yards,190138,"Comedy, Crime"
3302,Beautiful People,159272,"Comedy, Drama, War"
3303,Black Tar Heroin: The Dark End of the Street,221023,"Documentary, Biography"
3304,Blue Collar Comedy Tour: The Movie,330069,"Comedy, Documentary"
3305,Bluebeard,36653,"Crime, Horror, Thriller"
3306,Monty Python's Flying Circus,63929,Comedy
3307,City Lights,21749,"Comedy, Drama, Romance"
3308,The Flamingo Kid,87265,"Comedy, Drama, Romance"
3309,A Dog's Life,9018,"Short, Comedy"
3310,The Karate Kid,87538,"Action, Drama, Family"
3311,The Man from Laramie,48342,"Drama, Western"
3313,Class Reunion,84395,"Comedy, Horror"
3314,The Big Trees,44420,"Action, Romance, Western"
3315,Happy Go Lovely,43618,"Comedy, Musical, Romance"
3316,Reindeer Games,184858,"Action, Adventure, Crime"
3317,Wonder Boys,185014,"Comedy, Drama"
3318,Deterrence,158583,"Drama, Thriller"
3319,Judy Berlin,181618,"Comedy, Drama"
3320,Mifunes sidste sang,164756,"Romance, Comedy, Drama"
3322,3 Strikes,199290,Comedy
3323,Chain of Fools,194368,"Comedy, Crime"
3324,Drowning Mona,186045,"Crime, Mystery, Comedy"
3325,The Next Best Thing,156841,"Comedy, Drama, Romance"
3326,What Planet Are You From?,181151,"Comedy, Sci-Fi"
3327,Beyond the Mat,218043,"Documentary, Biography, Sport"
3328,Ghost Dog: The Way of the Samurai,165798,"Action, Crime, Drama"
3329,The Year My Voice Broke,94347,"Drama, Romance"
3330,Splendor in the Grass,55471,"Drama, Romance"
3331,My Tutor,85980,Comedy
3332,The Legend of Lobo,56173,"Family, Adventure"
3333,The Killing of Sister George,63185,Drama
3334,Key Largo,40506,"Crime, Drama, Film-Noir"
3335,Jailbait,364435,Drama
3336,It Happened Here,55024,"Drama, Fantasy, War"
3337,I'll Never Forget What's'isname,61801,"Comedy, Drama"
3338,For All Mankind,97372,"Documentary, History"
3339,Cross of Iron,74695,"Drama, War"
3340,Bride of the Monster,47898,"Horror, Sci-Fi"
3341,Born Yesterday,42276,"Comedy, Drama, Romance"
3342,Birdy,86969,"Drama, War"
3343,Et Dieu... créa la femme,49189,"Drama, Romance"
3344,Blood Feast,56875,Horror
3345,"Charlie, the Lonesome Cougar",62793,"Adventure, Family"
3347,Never Cry Wolf,86005,"Adventure, Drama"
3348,The Night Visitor,66141,"Crime, Thriller, Horror"
3349,The Perils of Pauline,39698,"Biography, Comedy"
3350,A Raisin in the Sun,55353,Drama
3351,Two Thousand Maniacs!,58694,Horror
3352,Brown's Requiem,171135,"Crime, Drama, Thriller"
3353,The Closer You Get,218112,Comedy
3354,Mission to Mars,183523,"Adventure, Sci-Fi, Thriller"
3355,The Ninth Gate,142688,"Mystery, Thriller"
3357,Est - Ouest,181530,"Drama, History, Romance"
3358,Defending Your Life,101698,"Comedy, Drama, Fantasy"
3359,Breaking Away,78902,"Comedy, Drama, Sport"
3360,Hoosiers,91217,"Drama, Sport"
3361,Bull Durham,94812,"Comedy, Romance, Sport"
3362,Dog Day Afternoon,72890,"Crime, Drama"
3363,American Graffiti,69704,"Comedy, Drama, Music"
3364,The Asphalt Jungle,42208,"Crime, Film-Noir, Drama"
3365,The Searchers,49730,"Adventure, Drama, Western"
3367,The Devil's Brigade,62886,"Action, Drama, War"
3368,The Big Country,51411,"Romance, Western"
3369,Mélodie en sous-sol,57344,"Crime, Drama, Romance"
3370,The Betrayal - Nerakhoon,1157685,Documentary
3371,Bound for Glory,74235,"Biography, Drama, Music"
3372,The Bridge at Remagen,64110,"Action, Drama, War"
3373,Buck and the Preacher,68323,"Adventure, Drama, Western"
3374,Daughters of the Dust,104057,"Drama, Romance"
3375,Destination Moon,42393,"Adventure, Drama, Sci-Fi"
3376,La nuit fantastique,41705,"Comedy, Fantasy, Romance"
3377,Hangmen Also Die!,35966,"Drama, Film-Noir, Thriller"
3378,Der Unhold,118043,Drama
3379,The Beach,163978,"Adventure, Drama, Romance"
3380,Railroaded!,39748,"Crime, Drama, Film-Noir"
3384,The Taking of Pelham One Two Three,72251,"Action, Crime, Thriller"
3385,Volunteers,90274,Comedy
3386,JFK,102138,"Drama, History, Thriller"
3387,Who's Harry Crumb?,98645,"Comedy, Crime, Mystery"
3388,Harry and the Hendersons,93148,"Comedy, Family, Fantasy"
3389,Let's Get Harry,91400,"Action, Adventure"
3390,Shanghai Surprise,91934,"Adventure, Crime, Drama"
3391,Who's That Girl,94321,"Comedy, Music, Romance"
3392,She-Devil,98309,Comedy
3393,Date with an Angel,92834,"Comedy, Fantasy, Romance"
3394,Blind Date,92666,"Comedy, Romance"
3395,Nadine,93596,"Comedy, Mystery, Romance"
3396,The Muppet Movie,79588,"Adventure, Comedy, Family"
3397,The Great Muppet Caper,82474,"Comedy, Crime, Family"
3398,The Muppets Take Manhattan,87755,"Comedy, Drama, Family"
3399,Sesame Street Presents: Follow that Bird,89994,"Adventure, Comedy, Family"
3400,We're Back! A Dinosaur's Story,108526,"Animation, Adventure, Family"
3401,Baby: Secret of the Lost Legend,88760,"Family, Adventure, Sci-Fi"
3402,Turtle Diary,90219,"Comedy, Drama, Romance"
3403,Raise the Titanic,81400,"Action, Drama, Thriller"
3404,Titanic,120338,"Drama, Romance"
3405,A Night to Remember,51994,"Action, Drama, History"
3406,Captain Horatio Hornblower R.N.,43379,"Action, Adventure, Drama"
3407,Les convoyeurs attendent,201538,"Comedy, Drama"
3408,Erin Brockovich,195685,"Biography, Drama"
3409,Final Destination,195714,"Horror, Thriller"
3410,Soft Fruit,180181,"Comedy, Drama"
3412,L'ours,95800,"Adventure, Family, Drama"
3413,Deep Impact,120647,"Action, Drama, Romance"
3414,Love Is a Many-Splendored Thing,48316,"Biography, Drama, Romance"
3415,Zerkalo,72443,"Biography, Drama"
3417,The Crimson Pirate,44517,"Adventure, Comedy, Romance"
3418,Thelma & Louise,103074,"Adventure, Crime, Drama"
3419,Something for Everyone,66392,"Comedy, Crime, Drama"
3420,...And Justice for All.,78718,"Crime, Drama, Thriller"
3421,Animal House,77975,Comedy
3422,She's Gotta Have It,91939,"Comedy, Romance"
3423,School Daze,96054,"Comedy, Drama, Musical"
3424,Do the Right Thing,97216,Drama
3425,Mo' Better Blues,100168,"Drama, Music, Romance"
3426,Jungle Fever,102175,"Drama, Romance"
3427,Coogan's Bluff,62824,"Action, Comedy, Crime"
3428,Resurrecting the Champ,416185,"Drama, Sport"
3429,Creature Comforts,99317,"Animation, Comedy, Short"
3430,Death Wish,71402,"Action, Crime, Drama"
3431,Death Wish,71402,"Action, Crime, Drama"
3432,Death Wish 3,89003,"Action, Crime, Drama"
3433,Death Wish 4: The Crackdown,92857,"Action, Crime, Drama"
3434,Death Wish V: The Face of Death,109578,"Action, Crime, Drama"
3435,Double Indemnity,36775,"Crime, Drama, Film-Noir"
3436,Dying Young,101787,"Drama, Romance"
3437,Cool as Ice,101615,"Comedy, Music, Romance"
3438,Teenage Mutant Ninja Turtles,100758,"Action, Adventure, Comedy"
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,103060,"Action, Adventure, Comedy"
3440,Teenage Mutant Ninja Turtles III,108308,"Action, Adventure, Comedy"
3441,Red Dawn,87985,"Action, Drama, War"
3442,Band of the Hand,90693,"Action, Crime, Drama"
3443,Born American,91313,"Action, Drama, Thriller"
3444,Bloodsport,92675,"Action, Biography, Drama"
3445,Eyes of Laura Mars,77530,"Mystery, Thriller"
3446,Funny Bones,113133,"Comedy, Drama"
3447,The Good Earth,28944,"Drama, Romance"
3448,"Good Morning, Vietnam",93105,"Biography, Comedy, Drama"
3449,The Good Mother,95238,"Drama, Romance"
3450,Grumpy Old Men,107050,"Comedy, Drama, Romance"
3451,Guess Who's Coming to Dinner,61735,"Comedy, Drama, Romance"
3452,Romeo Must Die,165929,"Action, Crime, Thriller"
3453,Here on Earth,195778,"Drama, Romance"
3454,Whatever It Takes,202402,"Comedy, Drama, Romance"
3455,Buddy Boy,146516,"Drama, Thriller"
3456,Rang-e khoda,191043,"Adventure, Drama, Family"
3457,Waking the Dead,127349,"Drama, Mystery, Romance"
3458,Blood and Sand,12952,"Drama, Romance, Sport"
3459,Gothic,91142,Horror
3461,Lord of the Flies,100054,"Adventure, Drama, Thriller"
3462,Modern Times,27977,"Comedy, Drama, Family"
3463,Last Resort,258761,"Drama, Romance"
3464,Solar Crisis,100649,"Sci-Fi, Thriller"
3465,That's Life!,92079,"Comedy, Drama"
3466,Heart and Souls,107091,"Comedy, Drama, Fantasy"
3467,Hud,57163,Drama
3468,The Hustler,54997,"Drama, Sport"
3469,Inherit the Wind,53946,"Drama, History"
3470,Dersu Uzala,71411,"Adventure, Biography, Drama"
3471,Close Encounters of the Third Kind,75860,"Drama, Sci-Fi"
3472,The City of the Dead,53719,"Horror, Mystery, Thriller"
3473,Jonas qui aura 25 ans en l'an 2000,74718,Drama
3474,Retroactive,117468,"Action, Crime, Drama"
3475,A Place in the Sun,43924,"Drama, Film-Noir, Romance"
3476,Jacob's Ladder,99871,"Drama, Horror, Mystery"
3477,Empire Records,112950,"Comedy, Drama, Music"
3478,La Bamba,93378,"Biography, Drama, Music"
3479,Ladyhawke,89457,"Adventure, Comedy, Drama"
3480,Lucas,91445,"Comedy, Drama, Romance"
3481,High Fidelity,146882,"Comedy, Drama, Music"
3483,The Road to El Dorado,138749,"Animation, Adventure, Comedy"
3484,The Skulls,192614,"Action, Crime, Drama"
3485,Macchie solari,73327,"Horror, Mystery, Thriller"
3486,Devil Girl from Mars,46907,Sci-Fi
3487,The Road to El Dorado,138749,"Animation, Adventure, Comedy"
3489,Hook,102057,"Adventure, Comedy, Family"
3490,Horror Express,68713,"Horror, Sci-Fi"
3491,My Chauffeur,91579,Comedy
3492,The Son of the Sheik,17416,"Adventure, Drama"
3494,True Grit,65126,"Adventure, Western, Drama"
3495,Roadside Prophets,105267,"Adventure, Comedy, Drama"
3496,Madame Sousatzka,95564,"Drama, Music"
3497,Max Dugan Returns,85919,"Comedy, Drama"
3498,Midnight Express,77928,"Crime, Drama, Thriller"
3499,Misery,100157,"Crime, Drama, Thriller"
3500,Mr. Saturday Night,104928,"Comedy, Drama"
3501,Murphy's Romance,89643,"Comedy, Drama, Romance"
3502,My Life Without Me,314412,"Drama, Romance"
3503,Solyaris,69293,"Drama, Mystery, Sci-Fi"
3504,Network,74958,"Drama, Romance"
3505,No Way Out,93640,"Action, Crime, Drama"
3506,North Dallas Forty,79640,"Comedy, Drama, Sport"
3507,The Odd Couple,63374,Comedy
3508,The Outlaw Josey Wales,75029,Western
3509,Black and White,165643,"Crime, Drama, Music"
3510,Frequency,186151,"Crime, Drama, Mystery"
3511,Ready to Rumble,217756,"Comedy, Sport"
3512,Return to Me,122459,"Comedy, Drama, Romance"
3513,Rules of Engagement,160797,"Drama, Thriller, War"
3514,Joe Gould's Secret,172632,Drama
3515,"Me, Myself & Irene",183505,Comedy
3516,Bell Book and Candle,51406,"Comedy, Romance, Fantasy"
3518,The End of Violence,119062,"Drama, Thriller"
3519,Force 10 from Navarone,77572,"Action, Drama, War"
3520,How to Stuff a Wild Bikini,59287,"Comedy, Musical"
3521,Mystery Train,97940,"Comedy, Crime, Drama"
3522,Sacco e Vanzetti,67698,"Biography, Crime, Drama"
3523,Taffin,96211,"Action, Thriller"
3524,King Arthur,349683,"Action, Adventure, Drama"
3525,Bachelor Party,86927,Comedy
3526,Parenthood,98067,"Comedy, Drama"
3527,Predator,93773,"Action, Horror, Sci-Fi"
3528,The Prince of Tides,102713,"Drama, Romance"
3529,The Postman Always Rings Twice,82934,"Crime, Drama, Thriller"
3530,Smoking/No Smoking,108167,Comedy
3531,All the Vermeers in New York,99014,"Comedy, Drama, Romance"
3533,Yukinojô henge,57710,Drama
3534,28 Days Later...,289043,"Drama, Horror, Sci-Fi"
3535,American Psycho,144084,"Crime, Drama"
3536,Keeping the Faith,171433,"Comedy, Drama, Romance"
3537,Where the Money Is,149367,"Drama, Comedy, Crime"
3538,East Is East,166175,"Comedy, Drama"
3539,The Filth and the Fury,236216,"Documentary, Biography, Music"
3540,Passion of Mind,160644,"Drama, Mystery, Romance"
3541,Third World Cop,179063,"Action, Drama, Thriller"
3542,Coming Apart,64180,Drama
3543,Diner,83833,"Comedy, Drama"
3544,Shakes the Clown,102898,"Comedy, Crime, Drama"
3545,Cabaret,68327,"Drama, Musical"
3546,What Ever Happened to Baby Jane?,56687,"Drama, Horror, Thriller"
3547,Prick Up Your Ears,93776,"Biography, Drama"
3548,Auntie Mame,51383,"Comedy, Drama, Romance"
3549,Guys and Dolls,48140,"Comedy, Musical, Romance"
3550,Hunger,986233,"Biography, Drama"
3551,Marathon Man,74860,"Crime, Thriller"
3552,Caddyshack,80487,"Comedy, Romance, Sport"
3553,Gossip,176783,"Drama, Mystery, Thriller"
3554,Love & Basketball,199725,"Drama, Romance, Sport"
3555,U-571,141926,"Action, War"
3556,The Virgin Suicides,159097,"Drama, Romance"
3557,Jennifer Eight,104549,"Crime, Drama, Mystery"
3559,Limelight,44837,"Drama, Music, Romance"
3560,Ai no borei,77132,"Drama, Horror, Romance"
3562,Committed,144142,"Comedy, Drama"
3563,The Crow: Salvation,132910,"Action, Crime, Fantasy"
3564,The Flintstones in Viva Rock Vegas,158622,"Comedy, Family, Romance"
3565,Where the Heart Is,198021,"Comedy, Drama, Romance"
3566,The Big Kahuna,189584,"Drama, Comedy"
3567,Bossa Nova,180837,"Comedy, Romance, Drama"
3568,Goat on Fire and Smiling Fish,162348,"Comedy, Romance"
3569,Idioterne,154421,"Comedy, Drama"
3570,The Last September,180793,"Drama, History, Romance"
3571,Timecode,220100,Drama
3572,Carnosaur,106521,"Horror, Sci-Fi"
3573,Carnosaur 2,112634,"Action, Horror, Sci-Fi"
3574,Carnosaur 3: Primal Species,115834,"Action, Horror, Sci-Fi"
3575,Defying Gravity,156460,"Drama, Romance, Sport"
3576,Caché,387898,"Drama, Mystery, Thriller"
3577,Two Moon Junction,96324,"Drama, Romance"
3578,Gladiator,172495,"Action, Adventure, Drama"
3580,Up at the Villa,153464,"Drama, Romance"
3581,Human Traffic,188674,"Comedy, Music"
3583,1-2-3-4 ou Les Collants noirs,53726,"Drama, Musical"
3584,À bout de souffle,53472,"Crime, Drama"
3585,The Great Locomotive Chase,49279,"Action, Adventure, Family"
3586,The Idolmaker,80913,"Biography, Drama, Music"
3587,From Dusk Till Dawn,116367,"Crime, Fantasy, Horror"
3588,The King of Marvin Gardens,68805,Drama
3589,"Die Nibelungen, Teil 1 - Siegfried",60749,"Adventure, Fantasy"
3590,The Lord's of Flatbush,71772,"Comedy, Drama, Romance"
3591,Mr. Mom,85970,"Comedy, Drama"
3592,Les maîtres du temps,84315,"Animation, Adventure, Sci-Fi"
3593,Battlefield Earth: A Saga of the Year 3000,185183,"Action, Adventure, Sci-Fi"
3594,Center Stage,210616,"Drama, Music, Romance"
3595,Held Up,165831,Comedy
3596,Screwed,156323,"Comedy, Crime"
3597,Whipped,174336,"Comedy, Romance"
3598,Hamlet,116477,Drama
3599,Anchors Aweigh,37514,"Comedy, Fantasy, Musical"
3600,Blue Hawaii,54692,"Comedy, Musical"
3601,The Castaway Cowboy,71288,"Family, Comedy, Western"
3602,G.I. Blues,53848,"Comedy, Musical"
3603,The Gay Deceivers,64363,Comedy
3604,Gypsy,56048,"Biography, Comedy, Drama"
3605,King Creole,51818,"Crime, Drama, Musical"
3606,On the Town,41716,"Comedy, Musical, Romance"
3607,One Little Indian,70481,"Comedy, Family, Western"
3608,Pee-wee's Big Adventure,89791,"Adventure, Comedy, Family"
3609,Regret to Inform,181786,"Documentary, War"
3610,Roustabout,58534,"Drama, Music, Musical"
3612,The Slipper and the Rose: The Story of Cinderella,75232,"Adventure, Family, Fantasy"
3613,Things Change,96259,"Comedy, Crime, Drama"
3614,Honeymoon in Vegas,104438,"Comedy, Romance, Thriller"
3615,Dinosaur,130623,"Animation, Adventure, Family"
3616,Loser,217630,"Comedy, Romance"
3617,Road Trip,215129,"Adventure, Comedy"
3618,Small Time Crooks,196216,"Comedy, Crime"
3619,The Hollywood Knights,80881,Comedy
3620,The Myth of Fingerprints,119746,"Comedy, Drama, Romance"
3621,Possession,368563,"Drama, Mystery, Romance"
3622,The Twelve Chairs,66495,Comedy
3623,Mission: Impossible,117060,"Action, Adventure, Thriller"
3624,Shanghai Noon,184894,"Action, Adventure, Comedy"
3625,Better Living Through Circuitry,207998,"Documentary, Music, Drama"
3626,8 ½ Women,154443,"Comedy, Drama"
3627,Carnival of Souls,55830,"Fantasy, Horror, Mystery"
3628,Flying Tigers,34742,"Action, Drama, War"
3629,The Gold Rush,15864,"Adventure, Comedy, Drama"
3630,Lisa e il diavolo,68863,Horror
3631,It's in the Water,116661,"Comedy, Romance"
3632,Monsieur Verdoux,39631,"Comedy, Crime, Drama"
3633,On Her Majesty's Secret Service,64757,"Action, Adventure, Thriller"
3634,Seven Days in May,58576,"Drama, Romance, Thriller"
3635,The Spy Who Loved Me,76752,"Action, Adventure, Sci-Fi"
3636,Ceux qui m'aiment prendront le train,118834,"Drama, Romance"
3637,Sans toit ni loi,89960,Drama
3638,Moonraker,79574,"Action, Adventure, Sci-Fi"
3639,The Man with the Golden Gun,71807,"Action, Adventure, Thriller"
3640,King of New York,99939,"Crime, Thriller"
3641,A Woman of Paris: A Drama of Fate,14624,"Drama, Romance"
3642,In Old California,34889,"Romance, Western"
3643,The Fighting Seabees,36824,"Drama, Romance, War"
3644,Dark Command,32383,"Drama, Romance, Western"
3645,Cléo de 5 à 7,55852,"Comedy, Drama, Music"
3646,Big Momma's House,208003,"Action, Comedy, Crime"
3648,The Abominable Snowman,50095,"Adventure, Horror, Sci-Fi"
3649,American Gigolo,80365,"Crime, Drama, Mystery"
3650,Angustia,90644,Horror
3651,La novia ensangrentada,69029,Horror
3652,Paura nella città dei morti viventi,81318,Horror
3653,The Endless Summer,60371,"Documentary, Sport"
3654,The Guns of Navarone,54953,"Action, Adventure, Drama"
3655,La grande bouffe,70130,"Comedy, Drama"
3656,Lured,39589,"Crime, Film-Noir, Mystery"
3658,Quatermass and the Pit,62168,"Horror, Mystery, Sci-Fi"
3659,Quatermass 2,50873,"Sci-Fi, Horror"
3660,Puppetmaster,98143,"Fantasy, Horror, Sci-Fi"
3661,Puppet Master II,100438,"Fantasy, Horror, Sci-Fi"
3662,Puppet Master III: Toulon's Revenge,102728,"Fantasy, Horror, Sci-Fi"
3663,Puppet Master 4,107899,"Fantasy, Horror, Sci-Fi"
3664,Puppet Master 5: The Final Chapter,110916,"Fantasy, Horror, Sci-Fi"
3665,Curse of the Puppet Master,132451,"Fantasy, Horror, Sci-Fi"
3666,Retro Puppet Master,189047,"Adventure, Fantasy, Horror"
3667,Rent-a-Cop,95977,"Action, Comedy, Crime"
3668,Romeo + Juliet,117509,"Drama, Romance"
3669,Stay Tuned,105466,"Adventure, Comedy, Fantasy"
3670,Story of G.I. Joe,38120,"Biography, Drama, War"
3671,Blazing Saddles,71230,"Comedy, Western"
3672,Benji the Hunted,92638,"Adventure, Family"
3673,Benji the Hunted,92638,"Adventure, Family"
3674,For the Love of Benji,76044,"Adventure, Comedy, Drama"
3675,White Christmas,47673,"Comedy, Musical, Romance"
3676,Eraserhead,74486,"Fantasy, Horror, Sci-Fi"
3677,The Boys of Baraka,444608,Documentary
3678,The Man with the Golden Arm,48347,"Drama, Romance"
3679,The Decline of Western Civilization Part III,138393,"Documentary, Music"
3680,The Decline of Western Civilization Part II: The Metal Years,94980,"Documentary, Music"
3681,Per qualche dollaro in più,59578,Western
3682,Magnum Force,70355,"Action, Crime, Mystery"
3683,Blood Simple.,86979,"Crime, Thriller"
3684,The Fabulous Baker Boys,97322,"Drama, Music, Romance"
3685,Prizzi's Honor,89841,"Comedy, Crime, Drama"
3686,Flatliners,99582,"Drama, Horror, Sci-Fi"
3687,Gandahar,95525,"Adventure, Sci-Fi, Animation"
3688,Porky's,84522,Comedy
3689,Porky's II: The Next Day,86129,Comedy
3690,Porky's Revenge,89826,Comedy
3691,Private School,86143,"Comedy, Romance"
3692,Class of Nuke 'Em High,90849,"Comedy, Horror, Sci-Fi"
3693,The Toxic Avenger,90190,"Action, Comedy, Horror"
3694,The Toxic Avenger Part II,98503,"Action, Comedy, Horror"
3695,The Toxic Avenger Part III: The Last Temptation of Toxie,98502,"Action, Comedy, Fantasy"
3696,Night of the Creeps,91630,"Comedy, Horror, Sci-Fi"
3697,Predator,93773,"Action, Horror, Sci-Fi"
3698,The Running Man,93894,"Action, Crime, Sci-Fi"
3699,Starman,88172,"Romance, Sci-Fi"
3700,The Brother from Another Planet,87004,"Comedy, Sci-Fi"
3701,Alien Nation,96531,"Drama, Sci-Fi"
3702,Mad Max,79501,"Action, Adventure, Sci-Fi"
3703,Mad Max 2,82694,"Action, Adventure, Sci-Fi"
3704,Mad Max Beyond Thunderdome,89530,"Action, Adventure, Sci-Fi"
3705,Bird on a Wire,99141,"Action, Comedy"
3706,Angel Heart,92563,"Horror, Mystery, Thriller"
3707,Nine 1/2 Weeks,91635,"Drama, Romance"
3708,Firestarter,87262,"Action, Horror, Sci-Fi"
3709,Sleepwalking,888693,Drama
3710,Action Jackson,94612,"Action, Comedy, Crime"
3711,Sarafina!,105316,"Drama, Musical"
3712,Soapdish,102951,"Comedy, Romance"
3713,The Long Walk Home,100046,"Drama, History"
3714,Clara's Heart,94882,Drama
3715,Burglar,92710,"Comedy, Crime"
3716,Fatal Beauty,93011,"Action, Comedy, Crime"
3717,Gone in Sixty Seconds,187078,"Action, Crime, Thriller"
3718,American Pimp,179074,Documentary
3719,Love's Labour's Lost,182295,"Romance, Comedy, Musical"
3720,Sunshine,448134,"Adventure, Sci-Fi, Thriller"
3721,Trixie,162711,"Comedy, Crime, Mystery"
3722,The Last American Virgin,84234,"Comedy, Drama, Romance"
3723,Hamlet,116477,Drama
3724,Coming Home,77362,"Drama, Romance, War"
3725,American Pop,82009,"Animation, Drama, Music"
3726,Assault on Precinct 13,398712,"Action, Crime, Drama"
3727,Near Dark,93605,"Action, Crime, Drama"
3728,One False Move,102592,"Crime, Drama"
3729,Shaft,67741,"Action, Crime, Thriller"
3730,The Conversation,71360,"Drama, Mystery, Thriller"
3731,Cutter's Way,82220,"Crime, Drama, Mystery"
3732,Balls of Fury,424823,"Comedy, Crime, Sport"
3733,The Paper Chase,70509,"Comedy, Drama"
3734,Prince of the City,82945,"Crime, Drama"
3735,Serpico,70666,"Biography, Crime, Drama"
3736,Ace in the Hole,43338,"Drama, Film-Noir"
3737,Lonely Are the Brave,56195,"Drama, Western"
3738,The Sugarland Express,72226,"Crime, Drama"
3739,Trouble in Paradise,23622,"Comedy, Crime, Romance"
3740,Big Trouble in Little China,90728,"Action, Adventure, Comedy"
3741,Badlands,69762,"Crime, Drama, Romance"
3742,Bronenosets Potyomkin,15648,"Drama, History, War"
3743,Boys and Girls,204175,"Comedy, Drama, Romance"
3744,Shaft,67741,"Action, Crime, Thriller"
3745,Titan A.E.,120913,"Animation, Action, Adventure"
3746,La lengua de las mariposas,188030,Drama
3747,Jesus' Son,186253,Drama
3748,Match Point,416320,"Drama, Romance, Thriller"
3749,"Le temps retrouvé, d'après l'oeuvre de Marcel Proust",189142,"Drama, Romance, War"
3751,Chicken Run,120630,"Animation, Adventure, Comedy"
3752,"Me, Myself & Irene",183505,Comedy
3753,The Patriot,187393,"Action, Drama, History"
3754,The Adventures of Rocky & Bullwinkle,131704,"Animation, Adventure, Comedy"
3755,The Perfect Storm,177971,"Action, Adventure, Drama"
3756,The Golden Bowl,200669,"Drama, Romance"
