movie_id,title,genres,year,id,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore,directorName,country,actorName
456,Fresh,"('Drama',)",1994,456,7.5,19,89,4,1823,90,Boaz Yakin,USA,"('Giancarlo Esposito', ""N'Bushe Wright"", 'Ron Brice', 'Samuel L. Jackson', 'Sean Nelson')"
457,"Fugitive, The","('Action', 'Thriller')",1993,457,7.6,52,94,3.6,28862,82,Andrew Davis,USA,"('Harrison Ford', 'Jeroen Krabbé', 'Joe Pantoliano', 'Sela Ward', 'Tommy Lee Jones')"
458,Geronimo: An American Legend,"('Drama', 'Western')",1993,458,6.2,17,52,3.2,1686,53,Walter Hill,USA,"('Gene Hackman', 'Jason Patric', 'Matt Damon', 'Robert Duvall', 'Wes Studi')"
459,"Getaway, The","('Action',)",1994,459,5.8,124,61,3.2,102622,50,David Twohy,USA,"('Kiele Sanchez', 'Marley Shelton', 'Milla Jovovich', 'Steve Zahn', 'Timothy Olyphant')"
460,Getting Even with Dad,"('Comedy',)",1994,460,3.3,12,8,2.4,2200,29,Howard Deutch,USA,"('Glenne Headly', 'Hector Elizondo', 'Macaulay Culkin', 'Saul Rubinek', 'Ted Danson')"
461,Go Fish,"('Drama', 'Romance')",1994,461,6.6,13,76,3.2,898,54,Lawrence L. Simeone,USA,"('Anastasia Sharp', 'Guinevere Turner', 'Migdalia Melendez', 'T. Wendy McMillan', 'V.S. Brodie')"
462,"Good Man in Africa, A","('Action', 'Adventure')",1994,462,4.4,8,12,2.9,306,34,Bruce Beresford,South Africa,"('Colin Friels', 'Joanne Whalley', 'John Lithgow', 'Louis Gossett Jr', 'Sean Connery')"
463,Guilty as Sin,"('Crime', 'Drama', 'Thriller')",1993,463,5.2,13,38,2.8,474,30,Sidney Lumet,USA,"('Don Johnson', 'Dana Ivey', 'Jack Warden', 'Rebecca De Mornay', 'Stephen Lang')"
464,Hard Target,"('Action', 'Adventure', 'Crime', 'Thriller')",1993,464,5.2,29,48,0,0,0,John Woo,USA,"('Arnold Vosloo', 'Jean-Claude Van Damme', 'Kasi Lemmons', 'Lance Henriksen', 'Yancy Butler')"
465,Heaven & Earth,"('Action', 'Drama', 'War')",1993,465,5.2,17,47,3.6,1458,71,Oliver Stone,France,"('Debbie Reynolds', 'Dr. Haing S. Ngor', 'Hiep Thi Le', 'Joan Chen', 'Tommy Lee Jones')"
466,Hot Shots! Part Deux,"('Action', 'Comedy', 'War')",1993,466,5.6,28,60,3,9890,61,Jim Abrahams,USA,"('Brenda Bakke', 'Charlie Sheen', 'Lloyd Bridges', 'Richard Crenna', 'Valeria Golino')"
467,Live Nude Girls,"('Comedy',)",1995,467,4.4,8,37,3.2,368,46,Julianna Lavin,USA,"('Cynthia Stevenson', 'Dana Delany', 'Kim Cattrall', 'Laila Robins', 'Lora Zane')"
468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The","('Comedy', 'Romance')",1995,468,5.8,22,59,3,3033,50,Christopher Monger,UK,"('Colm Meaney', 'Hugh Grant', 'Ian Hart', 'Ian McNeice', 'Tara Fitzgerald')"
469,"House of the Spirits, The","('Drama', 'Romance')",1993,469,5.4,14,42,3.7,3169,74,Bille August,Portugal,"('Antonio Banderas', 'Glenn Close', 'Jeremy Irons', 'Meryl Streep', 'Winona Ryder')"
470,House Party 3,"('Comedy',)",1994,470,2.7,6,0,0,0,0,Eric Meza,USA,"('Angela Means', 'Christopher ""Kid"" Reid', 'Christopher ""Play"" Martin', 'David Edwards', 'Tisha Campbell')"
471,"Hudsucker Proxy, The","('Comedy', 'Romance')",1994,471,6.2,38,57,3.6,10291,80,Joel Coen,UK,"('Charles Durning', 'Jennifer Jason Leigh', 'John Mahoney', 'Paul Newman', 'Tim Robbins')"
472,I'll Do Anything,"('Comedy', 'Drama')",1994,472,5.2,17,58,3,481,40,James L. Brooks,USA,"('Albert Brooks', 'Joely Richardson', 'Julie Kavner', 'Nick Nolte', 'Whittni Wright')"
473,In the Army Now,"('Comedy', 'War')",1994,473,2.2,21,0,2.5,3672,47,Daniel Petrie Jr,USA,"('Andy Dick', 'David Alan Grier', 'Esai Morales', 'Lori Petty', 'Pauly Shore')"
474,In the Line of Fire,"('Action', 'Thriller')",1993,474,7.6,41,95,3.4,7831,72,Wolfgang Petersen,USA,"('Clint Eastwood', 'Dylan McDermott', 'Gary Cole', 'John Malkovich', 'Rene Russo')"
475,In the Name of the Father,"('Drama',)",1993,475,7.6,39,94,4,10715,92,Jim Sheridan,Ireland,"('John Lynch', 'Corin Redgrave', 'Daniel Day-Lewis', 'Emma Thompson', 'Pete Postlethwaite')"
476,"Inkwell, The","('Comedy', 'Drama')",1994,476,5,7,28,3.8,507,78,Matty Rich,USA,"('Duane Martin', 'Glynn E. Turman', 'Joe Morton', 'Larenz Tate', 'Suzzanne Douglas')"
477,What's Love Got to Do with It?,"('Drama',)",1993,477,7.5,33,96,3.6,9612,83,Brian Gibson,USA,"('Angela Bassett', 'Jenifer Lewis', 'Laurence Fishburne', 'Phyllis Yvonne Stickney', 'Vanessa Bell Calloway')"
478,Jimmy Hollywood,"('Comedy',)",1994,478,4.1,20,15,2.5,544,24,Barry Levinson,USA,"('Christian Slater', 'Jason Beghe', 'Joe Pesci', 'John Cothran Jr.', 'Victoria Abril')"
479,Judgment Night,"('Action',)",1993,479,4.2,15,26,3.1,2059,53,Stephen Hopkins,USA,"('Cuba Gooding Jr.', 'Denis Leary', 'Emilio Estevez', 'Jeremy Piven', 'Stephen Dorff')"
480,Jurassic Park,"('Action', 'Adventure', 'Sci-Fi')",1993,480,7.2,38,86,3.6,91260,81,Steven Spielberg,USA,"('Bob Peck', 'Jeff Goldblum', 'Laura Dern', 'Richard Attenborough', 'Sam Neill')"
481,Kalifornia,"('Drama', 'Thriller')",1993,481,6.2,24,66,3.2,9852,63,Dominic Sena,USA,"('Brad Pitt', 'David Duchovny', 'Juliette Lewis', 'Michelle Forbes', 'Sierra Pecheur')"
482,Killing Zoe,"('Thriller',)",1994,482,5.1,25,40,3.4,3407,65,Roger Avary,France,"('Bruce Ramsay', 'Eric Stoltz', 'Gary Kemp', 'Jean-Hugues Anglade', 'Julie Delpy')"
483,King of the Hill,"('Drama',)",1993,483,7.9,25,96,3.6,963,77,Steven Soderbergh,USA,"('Jeroen Krabbé', 'Jesse Bradford', 'Karen Allen', 'Lisa Eichhorn', 'Spalding Gray')"
484,Lassie,"('Adventure', ""Children's"")",1994,484,6.8,8,75,2.9,2576,52,Daniel Petrie,USA,"('Brittany Boyd', 'Frederic Forrest', 'Helen Slater', 'Jon Tenney', 'Tom Guiry')"
485,Last Action Hero,"('Action', 'Comedy')",1993,485,4.9,37,37,2.6,11445,43,John McTiernan,USA,"('Arnold Schwarzenegger', 'Art Carney', ""Austin O'Brien"", 'F Murray Abraham', 'Frank McRae')"
486,Life with Mikey,"('Comedy',)",1993,486,3.9,9,22,2.8,1377,39,James Lapine,USA,"('Christina Vidal', 'Cyndi Lauper', 'David Krumholtz', 'Michael J. Fox', 'Nathan Lane')"
487,Lightning Jack,"('Comedy', 'Western')",1994,487,3.4,16,6,2.8,2199,43,Simon Wincer,USA,"(""Beverly D'Angelo"", 'Cuba Gooding Jr.', 'Frank McRae', 'Pat Hingle', 'Paul Hogan')"
488,M. Butterfly,"('Drama',)",1993,488,0,0,0,0,0,0,Graham Kitchener,USA,
489,Made in America,"('Comedy',)",1993,489,3.9,28,28,2.5,4179,38,JRichard Benjamin,France,"('Nia Long', 'Paul Rodriguez', 'Ted Danson', 'Whoopi Goldberg', 'Will Smith')"
490,Malice,"('Thriller',)",1993,490,5.8,18,55,3,2429,42,Harold Becker,Canada,"('Alec Baldwin', 'Bebe Neuwirth', 'Bill Pullman', 'George C. Scott', 'Nicole Kidman')"
491,"Man Without a Face, The","('Drama',)",1993,491,5.7,20,60,3.1,5277,63,Mel Gibson,USA,"('Fay Masterson', 'Gaby Hoffmann', 'Margaret Whitton', 'Mel Gibson', 'Nick Stahl')"
492,Manhattan Murder Mystery,"('Comedy', 'Mystery')",1993,492,6.9,21,90,3.7,4405,81,Woody Allen,USA,"('Jerry Adler', 'Alan Alda', 'Anjelica Huston', 'Diane Keaton', 'Woody Allen')"
493,Menace II Society,"('Action', 'Crime', 'Drama')",1993,493,7.4,34,85,3.8,14420,88,Albert Hughes,USA,"('Jada Pinkett Smith', 'Larenz Tate', 'Ryan Williams', 'Tyrin Turner', 'Vonte Sweet')"
494,Executive Decision,"('Action', 'Thriller')",1996,494,6,37,64,2.9,5176,51,Stuart Baird,USA,"('Halle Berry', 'John Leguizamo', 'Kurt Russell', 'Oliver Platt', 'Steven Seagal')"
495,In the Realm of the Senses (Ai no corrida),"('Drama',)",1976,495,7.5,28,82,3.5,1565,67,Nagisa Oshima,Japan,"('Aoi Nakajima', 'Eiko Matsuda', 'Meika Seri', 'Tatsuya Fuji', 'Yasuko Matsui')"
496,What Happened Was...,"('Comedy', 'Drama', 'Romance')",1994,496,7,20,90,4.1,120,84,Tom Noonan,USA,"('Karen Silas', 'Karen Sillas', 'Tom Noonan', 'Tommy Noonan')"
497,Much Ado About Nothing,"('Comedy', 'Romance')",1993,497,7.1,41,90,3.6,9764,82,Kenneth Branagh,UK,"('Emma Thompson', 'Keanu Reeves', 'Kenneth Branagh', 'Michael Keaton', 'Robert Sean Leonard')"
498,Mr. Jones,"('Drama', 'Romance')",1993,498,5.2,13,46,3,1067,45,Mike Figgis,USA,"('Anne Bancroft', 'Delroy Lindo', 'Lena Olin', 'Richard Gere', 'Tom Irwin')"
499,Mr. Wonderful,"('Comedy', 'Romance')",1993,499,5.9,18,55,3.1,870,46,Anthony Minghella,USA,"('Annabella Sciorra', 'Mary-Louise Parker', 'Matt Dillon', ""Vincent D'Onofrio"", 'William Hurt')"
500,Mrs. Doubtfire,"('Comedy',)",1993,500,5.7,42,64,3.4,61130,73,Chris Columbus,USA,"('Harvey Fierstein', 'Lisa Jakub', 'Pierce Brosnan', 'Polly Holliday', 'Sally Field')"
501,Naked,"('Drama',)",1993,501,8,21,90,4.3,3386,92,Mike Leigh,UK,"('Claire Skinner', 'David Thewlis', 'Greg Cruttwell', 'Katrin Cartlidge', 'Lesley Sharp')"
502,"Next Karate Kid, The","('Action', ""Children's"")",1994,502,3.6,17,5,0,0,0,Christopher Cain,USA,"('Chris Conrad', 'Constance Towers', 'Hilary Swank', 'Michael Ironside', ""Noriyuki 'Pat' Morita"")"
503,"New Age, The","('Drama',)",1994,503,6,11,63,3.1,82,40,Michael Tolkin,USA,"('Corbin Bernsen', 'Jonathan Hadary', 'Judy Davis', 'Patrick Bauchau', 'Peter Weller')"
504,No Escape,"('Action', 'Sci-Fi')",1994,504,5.1,15,53,3,2147,43,Martin Campbell,USA,"('Kevin Dillon', 'Ian McNeice', 'Lance Henriksen', 'Ray Liotta', 'Stuart Wilson')"
505,North,"('Comedy',)",1994,505,3,18,11,2.6,2932,32,Rob Reiner,USA,"('Alan Arkin', 'Bruce Willis', 'Elijah Wood', 'Jon Lovitz', 'Matthew McCurley')"
506,Orlando,"('Drama',)",1993,506,6.2,26,80,3.9,2705,81,Sally Potter,UK,"('John Wood', 'Billy Zane', 'Charlotte Valandrey', 'Lothaire Bluteau', 'Tilda Swinton')"
507,"Perfect World, A","('Action', 'Drama')",1993,507,7.2,27,81,3.5,7814,77,Clint Eastwood,USA,"('Clint Eastwood', 'Keith Szarabajka', 'Kevin Costner', 'Laura Dern', 'T.J. Lowther')"
508,Philadelphia,"('Drama',)",1993,508,6.5,43,74,3.7,20896,87,Jonathan Demme,USA,"('Antonio Banderas', 'Denzel Washington', 'Jason Robards Jr.', 'Mary Steenburgen', 'Tom Hanks')"
509,"Piano, The","('Drama', 'Romance')",1993,509,8,45,88,3.7,12303,86,Jane Campion,Australia,"('Anna Paquin', 'Harvey Keitel', 'Holly Hunter', 'Kerry Walker', 'Sam Neill')"
510,Poetic Justice,"('Drama',)",1993,510,4.6,14,35,3.4,5709,83,John Singleton,USA,"('Janet Jackson', 'Joe Torry', 'Regina King', 'Tupac Shakur', 'Tyra Ferrell')"
511,"Program, The","('Action', 'Drama')",1993,511,5,14,35,3.6,2842,77,David S. Ward,USA,"('Craig Sheffer', 'Halle Berry', 'James Caan', 'Kristy Swanson', 'Omar Epps')"
512,Robert A. Heinlein's The Puppet Masters,"('Horror', 'Sci-Fi')",1994,512,4.9,22,27,2.8,1068,38,Stuart Orme,USA,"('Donald Sutherland', 'Eric Thal', 'Julie Warner', 'Keith David', 'Will Patton')"
513,Radioland Murders,"('Comedy', 'Mystery', 'Romance')",1994,513,4,15,20,3.1,601,52,Mel Smith,USA,"('Brian Benben', 'George Burns', 'Mary Stuart Masterson', 'Ned Beatty', 'Scott Michael Campbell')"
514,"Ref, The","('Comedy',)",1994,514,6.6,41,78,3.3,3390,73,Ted Demme,USA,"('Denis Leary', 'Glynis Johns', 'Judy Davis', 'Kevin Spacey', 'Robert J. Steinmiller Jr.')"
515,"Remains of the Day, The","('Drama',)",1993,515,8.4,38,97,3.8,6319,86,James Ivory,UK,"('Anthony Hopkins', 'Christopher Reeve', 'Emma Thompson', 'James Fox', 'Peter Vaughan')"
516,Renaissance Man,"('Comedy', 'Drama', 'War')",1994,516,4.4,18,16,2.9,2575,54,Penny Marshall,USA,"('Cliff Robertson', 'Danny DeVito', 'Gregory Hines', 'James Remar', 'Lillo Brancato Jr.')"
517,Rising Sun,"('Action', 'Drama', 'Mystery')",1993,517,5.1,35,34,2.9,4796,47,Philip Kaufman,USA,"('Cary-Hiroyuki Tagawa', 'Harvey Keitel', 'Kevin Anderson', 'Sean Connery', 'Wesley Snipes')"
518,"Road to Wellville, The","('Comedy',)",1994,518,4.9,16,43,2.8,1442,39,Alan Parker,USA,"('Anthony Hopkins', 'Bridget Fonda', 'Dana Carvey', 'John Cusack', 'Matthew Broderick')"
519,Robocop 3,"('Sci-Fi', 'Thriller')",1993,519,3.1,28,3,2.3,6600,21,Fred Dekker,USA,"('CCH Pounder', 'John Castle', 'Nancy Allen', 'Rip Torn', 'Robert John Burke')"
520,Robin Hood: Men in Tights,"('Comedy',)",1993,520,5.1,22,45,3.5,45946,79,Mel Brooks,France,"('Richard Lewis', 'Amy Yasbeck', 'Cary Elwes', 'Dave Chappelle', 'Roger Rees')"
521,Romeo Is Bleeding,"('Crime', 'Thriller')",1993,521,4.5,34,23,3.3,1704,62,Peter Medak,UK,"('Annabella Sciorra', 'Gary Oldman', 'Juliette Lewis', 'Lena Olin', 'Roy Scheider')"
522,Romper Stomper,"('Action', 'Drama')",1992,522,6.2,24,79,3.5,11581,72,Geoffrey Wright,Australia,"('Alex Scott', 'Daniel Pollock', 'Jacqueline McKenzie', 'Leigh Russell', 'Russell Crowe')"
523,Ruby in Paradise,"('Drama',)",1993,523,7.8,15,93,3.8,186,77,Victor Nunez,USA,"('Allison Dean', 'Ashley Judd', 'Bentley Mitchum', 'Dorothy Lyman', 'Todd Field')"
524,Rudy,"('Drama',)",1993,524,6.8,34,79,3.7,21916,88,David Anspaugh,USA,"('Charles S. Dutton', 'Jason Miller', 'Lili Taylor', 'Ned Beatty', 'Sean Astin')"
525,"Saint of Fort Washington, The","('Drama',)",1993,525,6.5,9,66,3.9,305,84,Tim Hunter,USA,"('Danny Glover', 'Matt Dillon', 'Nina Siemaszko', 'Rick Aviles', 'Ving Rhames')"
526,"Savage Nights (Nuits fauves, Les)","('Drama',)",1992,526,0,0,0,0,0,0,Cyril Collard,France,"('Carlos Lopez', 'Claude Winter', 'Corine Blue', 'Cyril Collard', 'Romane Bohringer')"
527,Schindler's List,"('Drama', 'War')",1993,527,8.8,59,96,4.3,83125,96,Steven Spielberg,USA,"('Ben Kingsley', 'Caroline Goodall', 'Jonathan Sagall', 'Liam Neeson', 'Ralph Fiennes')"
528,"Scout, The","('Drama',)",1994,528,5.1,30,43,3.3,11177,66,Tony Scott,USA,"('Bruce Willis', 'Chelsea Field', 'Damon Wayans', 'Noble Willingham', 'Taylor Negron')"
529,Searching for Bobby Fischer,"('Drama',)",1993,529,8.1,33,100,3.5,3580,81,Steven Zaillian,USA,"('Ben Kingsley', 'Joan Allen', 'Joe Mantegna', 'Laurence Fishburne', 'Max Pomeranc')"
530,Second Best,"('Drama',)",1994,530,5,16,37,3,174,37,Eric Weber,USA,"('Boyd Gaines', 'Bronson Pinchot', 'Jennifer Tilly', 'Matthew Arkin', 'Peter Gerety')"
531,"Secret Garden, The","(""Children's"", 'Drama')",1993,531,8.1,17,94,3.3,14794,72,Agnieszka Holland,USA,"('Andrew Knott', 'Heydon Prowse', 'Kate Maberly', 'Laura Crossley', 'Maggie Smith')"
532,Serial Mom,"('Comedy', 'Crime', 'Horror')",1994,532,5.8,44,61,3,6394,62,John Waters,USA,"('Kathleen Turner', 'Mary Jo Catlett', 'Matthew Lillard', 'Ricki Lake', 'Sam Waterston')"
533,"Shadow, The","('Action',)",1994,533,7.5,19,84,4.2,4005,91,Akira Kurosawa,Japan,"('Kenichi Hagiwara', 'Kota Yui', 'Shuji Otake', 'Tatsuya Nakadai', 'Tsutomu Yamazaki')"
534,Shadowlands,"('Drama', 'Romance')",1993,534,8,28,96,3.9,3260,85,Richard Attenborough,UK,"('John Wood', 'Anthony Hopkins', 'Debra Winger', 'Edward Hardwicke', 'Michael Denison')"
535,Short Cuts,"('Drama',)",1993,535,7.8,51,94,3.9,5867,87,Robert Altman,USA,"('Andie MacDowell', 'Bruce Davison', 'Chris Penn', 'Julianne Moore', 'Tim Robbins')"
536,"Simple Twist of Fate, A","('Drama',)",1994,536,5.5,19,47,3.1,1672,52,Gillies MacKinnon,USA,"('Alana Austin', ""Catherine O'Hara"", 'Gabriel Byrne', 'Laura Linney', 'Steve Martin')"
537,Sirens,"('Comedy', 'Drama')",1994,537,0,0,0,0,0,0,Yukihiko Tsutsumi,Japan,"('Hiroshi Abe', 'Leo Morimoto', 'Naoki Tanaka', 'Yui Ichikawa')"
538,Six Degrees of Separation,"('Drama',)",1993,538,7.1,30,90,3.3,3720,67,Fred Schepisi,USA,"('Donald Sutherland', 'Ian McKellen', 'Mary Beth Hurt', 'Stockard Channing', 'Will Smith')"
539,Sleepless in Seattle,"('Comedy', 'Romance')",1993,539,6.5,43,72,3.3,36965,75,Nora Ephron,USA,"('Bill Pullman', 'Meg Ryan', ""Rosie O'Donnell"", 'Ross Malinger', 'Tom Hanks')"
540,Sliver,"('Thriller',)",1993,540,3.6,24,12,2.5,2511,34,Phillip Noyce,USA,"('Colleen Camp', 'Polly Walker', 'Sharon Stone', 'Tom Berenger', 'William Baldwin')"
541,Blade Runner,"('Film-Noir', 'Sci-Fi')",1982,541,0,0,0,0,0,0,Philip Jackson,USA,"('Brigitte Bako', 'Cicciolina', 'Ilona Staller', 'Michael St. Gerard', 'Ned Beatty')"
542,Son in Law,"('Comedy',)",1993,542,3.8,17,23,2.9,5679,62,Steve Rash,USA,"('Carla Gugino', 'Cindy Pickett', 'Lane Smith', 'Mason Adams', 'Patrick Renna')"
543,So I Married an Axe Murderer,"('Comedy', 'Romance', 'Thriller')",1993,543,5.3,30,50,3,11154,66,Thomas Schlamme,USA,"('Amanda Plummer', 'Anthony LaPaglia', 'Brenda Fricker', 'Charles Grodin', 'Nancy Travis')"
544,Striking Distance,"('Action',)",1993,544,3.6,19,15,2.8,4532,39,Rowdy Herrington,USA,"('Brion James', 'Bruce Willis', 'Dennis Farina', 'Sarah Jessica Parker', 'Tom Sizemore')"
545,Harlem,"('Drama',)",1993,545,0,1,100,0,0,0,Ferzan Ozpetek,Italy,"('Alex Descas', 'Lucia Bosé', 'Malick Bowens', 'Marie Gillain', 'Valeria Golino')"
547,Surviving the Game,"('Action', 'Adventure', 'Thriller')",1994,547,4.3,13,23,3,1673,48,Ernest R. Dickerson,USA,"('Ice-T', 'Charles S. Dutton', 'F Murray Abraham', 'Gary Busey', 'Rutger Hauer')"
548,Terminal Velocity,"('Action',)",1994,548,3.6,20,15,2.6,1883,25,Deran Sarafian,USA,"('Charlie Sheen', 'Christopher McDonald', 'Gary Bullock', 'James Gandolfini', 'Nastassja Kinski')"
549,Thirty-Two Short Films About Glenn Gould,"('Documentary',)",1993,549,8,17,88,3.8,1129,79,François Girard,Portugal,"('Carlo Rota', 'Colm Feore', 'Gale Garnett', 'Gerry Quigley', 'Katya Ladan')"
550,Threesome,"('Comedy', 'Romance')",1994,550,4.4,23,26,3,1708,52,Andrew Fleming,USA,"('Alexis Arquette', 'Josh Charles', 'Lara Flynn Boyle', 'Martha Gehman', 'Stephen Baldwin')"
551,"Nightmare Before Christmas, The","(""Children's"", 'Comedy', 'Musical')",1993,551,8.2,70,97,3.8,124838,89,Henry Selick,USA,"(""Catherine O'Hara"", 'Chris Sarandon', 'Danny Elfman', 'Glenn Shadix', 'William Hickey')"
552,"Three Musketeers, The","('Action', 'Adventure', 'Comedy')",1993,552,4.8,24,29,3.2,13783,67,Stephen Herek,Austria,"('Charlie Sheen', ""Chris O'Donnell"", 'Kiefer Sutherland', 'Oliver Platt', 'Tim Curry')"
553,Tombstone,"('Western',)",1993,553,6.4,39,76,3.8,31660,93,George P. Cosmatos,USA,"('Kurt Russell', 'Michael Biehn', 'Powers Boothe', 'Robert John Burke', 'Val Kilmer')"
555,True Romance,"('Action', 'Crime', 'Romance')",1993,555,7.5,44,90,3.9,43205,90,Tony Scott,USA,"('Brad Pitt', 'Christian Slater', 'Dennis Hopper', 'Gary Oldman', 'Patricia Arquette')"
556,"War Room, The","('Documentary',)",1993,556,9,58,100,4.2,33662,94,Stanley Kubrick,UK,"('Peter Sellers', 'George C. Scott', 'Keenan Wynn', 'Slim Pickens', 'Sterling Hayden')"
558,"Pagemaster, The","('Action', 'Adventure', 'Animation', ""Children's"", 'Fantasy')",1994,558,4.6,15,20,2.8,7531,49,Pixote Hunt,USA,"('Ed Begley Jr', 'Macaulay Culkin', 'Mel Harris', 'Patrick Stewart', 'Whoopi Goldberg')"
559,"Paris, France","('Comedy',)",1993,559,6.8,113,84,3.6,27100,71,Julie Delpy,France,"('Adam Goldberg', 'Albert Delpy', 'Daniel Brühl', 'Julie Delpy', 'Marie Pillet')"
560,"Beans of Egypt, Maine, The","('Drama',)",1994,560,0,3,33,0,0,0,Jennifer Warren,USA,"('Kelly Lynch', 'Martha Plimpton', 'Patrick McGaw', 'Richard Sanders', 'Rutger Hauer')"
561,Killer (Bulletproof Heart),"('Thriller',)",1994,561,0,1,0,0,0,0,Jeff Fisher,USA,"('Al Santos', 'Gloria Votsis', 'Jason London', 'Kaley Cuoco', 'Paul Wesley')"
562,Welcome to the Dollhouse,"('Comedy', 'Drama')",1995,562,7.9,46,89,3.7,6911,84,Todd Solondz,USA,"('Angela Pietropinto', 'Bill Buell', 'Daria Kalinina', 'Heather Matarazzo', 'Matthew Faber')"
563,Germinal,"('Drama',)",1993,563,6.9,10,90,3.7,511,71,Claude Berri,Belgium,"('Gérard Depardieu', 'Jean Carmet', 'Jean-Roger Milo', 'Judith Henry', 'Miou-Miou')"
564,Chasers,"('Comedy',)",1994,564,6.7,27,81,4,1927,88,Hong-jin Na,South Korea,"('Kim Yoon-seok', 'Jung-woo Ha', 'In-gi Jeong', 'Seo Yeong-heui', 'Yoo-jung Kim')"
565,Cronos,"('Horror',)",1992,565,7.3,35,88,3.5,3398,68,Guillermo del Toro,Mexico,"('Claudio Brook', 'Federico Luppi', 'Margarita Isabel', 'Ron Perlman', 'Tamara Shanath')"
566,Naked in New York,"('Comedy', 'Romance')",1994,566,6.1,11,54,2.9,444,34,Daniel Algrant,USA,"('Tony Curtis', 'Eric Stoltz', 'Jill Clayburgh', 'Mary-Louise Parker', 'Ralph Macchio')"
567,Kika,"('Drama',)",1993,567,5.7,13,61,0,0,0,Pedro Almodóvar,Spain,"('Alex Casanovas', 'Peter Coyote', 'Rossy de Palma', 'Veronica Forque', 'Victoria Abril')"
568,Bhaji on the Beach,"('Comedy', 'Drama')",1993,568,7.4,8,87,3.3,372,60,Gurinder Chadha,UK,"('Amer Chadha-Patel', 'James Harkishin', 'Mo Sesay', 'Renu Kochar', 'Sarita Khajuria')"
569,Little Big League,"(""Children's"", 'Comedy')",1994,569,5.2,15,33,2.9,2288,50,Andrew Scheinman,USA,"('Luke Edwards', 'Kevin Dunn', 'Ashley Crow', 'John Ashton', 'Timothy Busfield')"
570,"Slingshot, The (Kï¿½disbellan )","('Comedy', 'Drama')",1993,570,6.9,9,88,3.5,76,59,Åke Sandgren,Denmark,"('Axel Duberg', 'Ernst-Hugo Järegård', 'Ing-Marie Carlsson', 'Reine Brynolfsson', 'Stellan Skarsgård')"
571,"Wedding Gift, The","('Drama',)",1994,571,6,5,40,0,0,0,Richard Loncraine,UK,"('Anastasia Mulrooney', 'Andrew Lancel', 'Jim Broadbent', 'Julie Walters', 'Thora Hird')"
572,Foreign Student,"('Drama',)",1994,572,0,3,33,0,0,0,Eva Sereny,Netherlands,"('Rick Johnson', 'Charlotte Ross', 'Edward Herrmann', 'Marco Hofschneider', 'Robin Givens')"
573,"Ciao, Professore! (Io speriamo che me la cavo )","('Drama',)",1993,573,6.2,7,57,3.6,412,71,Lina Wertmüller,Italy,"('Ciro Esposito', 'Gigio Morra', 'Isa Danieli', 'Paolo Villaggio', 'Sergio Solli')"
574,Spanking the Monkey,"('Comedy', 'Drama')",1994,574,7.2,21,90,3.1,824,52,David O. Russell,USA,"('Alberta Watson', 'Benjamin Hendrickson', 'Carla Gallo', 'Jeremy Davies', 'Matthew Puckett')"
575,"Little Rascals, The","(""Children's"", 'Comedy')",1994,575,3.8,10,20,0,0,0,Penelope Spheeris,USA,"('Brittany Ashton Holmes', 'Bug Hall', 'Kevin Jamal Woods', 'Travis Tedford', 'Zachary Mabry')"
577,Andre,"('Adventure', ""Children's"")",1994,577,5.3,16,43,2.7,2286,52,George Miller,USA,"('Aidan Pendleton', 'Chelsea Field', 'Keith Carradine', 'Shane Meier', 'Tina Majorino')"
579,"Scorta, La","('Thriller',)",1993,579,5.9,7,57,3.3,52,59,Ricky Tognazzi,Italy,"('Carlo Cecchi', 'Claudio Amendola', 'Enrico Lo Verso', 'Ricky Memphis', 'Tony Sperandeo')"
580,Princess Caraboo,"('Drama',)",1994,580,5.7,14,57,3,723,43,Michael Austin,UK,"('Jim Broadbent', 'John Lithgow', 'Kevin Kline', 'Phoebe Cates', 'Wendy Hughes')"
581,"Celluloid Closet, The","('Documentary',)",1995,581,7.8,24,95,3.9,1222,87,Jeffrey Friedman,France,"('Antonio Banderas', 'Antonio Fargas', 'Farley Granger', 'Quentin Crisp', 'Whoopi Goldberg')"
582,Metisse (Cafï¿½ au Lait),"('Comedy',)",1993,582,5.9,6,66,0,0,0,Mathieu Kassovitz,France,"('Andrée Damant', 'Hubert Kounde', 'Julie Mauduech', 'Mathieu Kassovitz', 'Vincent Cassel')"
583,Dear Diary (Caro Diario),"('Comedy', 'Drama')",1994,583,6.7,9,66,4.1,936,86,Nanni Moretti,Italy,"('Antonio Neiwiller', 'Carlo Mazzacurati', 'Jennifer Beals', 'Nanni Moretti', 'Renato Carpentieri')"
585,"Brady Bunch Movie, The","('Comedy',)",1995,585,5.7,38,60,2.4,3906,38,Betty Thomas,USA,"('Gary Cole', 'Henriette Mantel', 'Jean Smart', 'Michael McKean', 'Shelley Long')"
586,Home Alone,"(""Children's"", 'Comedy')",1990,586,5,30,46,3.3,66201,74,Chris Columbus,USA,"(""Catherine O'Hara"", 'Daniel Stern', 'Joe Pesci', 'John Heard', 'Macaulay Culkin')"
