movie_id,title,year,rtAllCriticsRating,rtAudienceRating,rtAllCriticsNumReviews,rtAudienceNumRatings,rtAllCriticsScore,rtAudienceScore,directorName,country
944,Lost Horizon,1937,7.6,0.0,8,0,100,0,Frank Capra,USA
945,Top Hat,1935,8.6,4.0,37,2908,100,89,Mark Sandrich,USA
946,To Be or Not to Be,1942,8.7,4.2,34,1733,97,92,Ernst Lubitsch,USA
947,My Man Godfrey,1936,8.4,4.1,26,1789,100,90,Gregory La Cava,USA
948,Giant,1956,7.7,3.9,35,5890,97,86,George Stevens,USA
949,East of Eden,1955,8.2,4.0,30,5957,86,90,Elia Kazan,USA
950,"Thin Man, The",1934,8.5,4.2,26,3591,100,93,W.S. Van Dyke,USA
951,His Girl Friday,1940,8.6,0.0,36,0,97,0,Howard Hawks,USA
952,Around the World in 80 Days,1956,4.8,2.7,127,14038,30,45,Frank Coraci,USA
953,It's a Wonderful Life,1946,8.7,4.0,54,35280,94,94,Frank Capra,USA
954,Mr. Smith Goes to Washington,1939,7.4,3.6,12,869,83,66,Frank Popper,USA
955,Bringing Up Baby,1938,8.4,4.0,36,8722,94,90,Howard Hawks,USA
956,Penny Serenade,1941,7.4,3.7,15,1083,93,74,George Stevens,USA
957,"Scarlet Letter, The",1926,3.0,2.9,33,3493,15,48,Roland Joffé,USA
958,Lady of Burlesque,1943,5.5,3.2,5,263,60,52,William A. Wellman,USA
959,Of Human Bondage,1934,6.9,0.0,9,0,77,0,John Cromwell,USA
960,Angel on My Shoulder,1946,0.0,0.0,3,0,66,0,Archie Mayo,USA
961,Little Lord Fauntleroy,1936,7.0,0.0,5,0,80,0,John Cromwell,USA
963,"Inspector General, The",1949,6.8,0.0,8,0,87,0,Henry Koster,USA
964,Angel and the Badman,1947,6.5,0.0,6,0,66,0,James Edward Grant,USA
965,"39 Steps, The",1935,8.8,3.8,32,5603,96,84,Alfred Hitchcock,UK
966,"Walk in the Sun, A",1945,0.0,0.0,0,0,0,0,Abbas-Mustan,USA
967,"Outlaw, The",1943,0.0,0.0,0,0,0,0,Michael K. Harris,UK
968,Night of the Living Dead,1968,8.5,3.7,45,26113,95,85,George A. Romero,USA
969,"African Queen, The",1951,8.7,3.8,29,6609,100,87,John Huston,UK
970,Beat the Devil,1954,6.6,3.3,11,793,63,55,John Huston,UK
971,Cat on a Hot Tin Roof,1958,7.8,3.9,30,6600,100,91,Richard Brooks I,USA
972,"Last Time I Saw Paris, The",1954,6.3,3.1,6,883,83,44,Richard Brooks (VI),USA
973,Meet John Doe,1941,7.2,0.0,13,0,84,0,Frank Capra,USA
974,Algiers,1938,9.0,4.4,70,4132,98,95,Gillo Pontecorvo,Italy
976,"Farewell to Arms, A",1932,7.6,0.0,8,0,87,0,Frank Borzage,USA
980,In the Line of Duty 2,1987,0.0,0.0,2,0,100,0,Corey Yuen,Hong Kong
981,Dangerous Ground,1997,8.3,3.8,11,411,100,75,Nicholas Ray,USA
982,Picnic,1955,6.5,3.5,6,632,50,64,Joshua Logan,USA
983,Madagascar Skin,1995,0.0,3.5,3,295,66,58,Chris Newby,UK
984,"Pompatus of Love, The",1996,3.8,2.9,6,52,16,31,Richard Schenkman,France
986,Fly Away Home,1996,7.1,3.0,32,5636,84,63,Carroll Ballard,USA
987,Bliss,1997,5.8,3.4,12,337,50,58,Lance Young,USA
988,Grace of My Heart,1996,6.7,3.6,22,611,72,71,Allison Anders,USA
989,Schlafes Bruder (Brother of Sleep),1995,6.6,4.1,7,119,71,84,Joseph Vilsmaier,Germany
990,Maximum Risk,1996,4.3,2.8,31,2236,29,38,Ringo Lam,USA
991,Michael Collins,1996,6.8,3.6,44,4673,77,79,Neil Jordan,UK
992,"Rich Man's Wife, The",1996,4.1,3.0,14,769,14,49,Amy Holden Jones,USA
993,Infinity,1996,6.2,3.1,13,399,61,38,Matthew Broderick,USA
994,Big Night,1996,8.0,3.9,52,1944,96,84,Stanley Tucci,USA
996,Last Man Standing,1996,5.1,3.1,30,8711,36,56,Walter Hill,USA
997,Caught,1996,6.3,3.2,12,209,75,58,Robert M. Young,USA
998,Set It Off,1996,6.0,3.6,23,10301,60,86,F. Gary Gray,USA
999,2 Days in the Valley,1996,6.1,3.0,52,3984,61,48,John Herzfeld,USA
1000,Curdled,1996,4.3,3.4,12,441,16,62,Reb Braddock,USA
1001,"Associate, The (L'Associe",1982,5.1,2.9,17,1259,23,52,Donald Petrie,USA
1002,Ed's Next Move,1996,6.3,3.2,9,43,77,75,John Walsh,USA
1003,Extreme Measures,1996,6.0,2.9,31,2772,54,37,Michael Apted,USA
1004,"Glimmer Man, The",1996,3.4,2.7,24,2801,12,48,John Gray,USA
1005,D3: The Mighty Ducks,1996,3.7,2.8,14,9838,14,50,Robert Lieberman,USA
1006,"Chamber, The",1996,4.5,3.0,24,1633,12,43,James Foley,USA
1007,"Apple Dumpling Gang, The",1975,6.0,3.2,8,2133,50,60,Norman Tokar,USA
1008,"Davy Crockett, King of the Wild Frontier",1955,0.0,0.0,4,0,100,0,Norman Foster,USA
1009,Escape to Witch Mountain,1975,6.0,3.1,20,3761,75,60,John Hough,USA
1010,"Love Bug, The",1969,5.7,3.1,15,3795,73,63,Robert Stevenson,USA
1011,Herbie Rides Again,1974,0.0,0.0,4,0,75,0,Robert Stevenson,USA
1012,Old Yeller,1957,7.7,3.3,17,6399,94,73,Robert Stevenson,USA
1013,"Parent Trap, The",1961,7.0,3.1,34,41455,79,67,Nancy Meyers,USA
1014,Pollyanna,1960,7.4,3.3,11,3331,81,71,David Swift (II),USA
1015,Homeward Bound: The Incredible Journey,1993,6.5,3.2,22,15019,86,66,Duwayne Dunham,USA
1016,"Shaggy Dog, The",1959,4.4,2.9,103,41890,27,50,Brian Robbins,USA
1017,Swiss Family Robinson,1960,6.7,3.3,17,3986,82,71,Ken Annakin,USA
1018,That Darn Cat!,1965,3.8,2.5,14,2029,7,30,Bob Spiers,USA
1019,"20,000 Leagues Under the Sea",1954,7.7,3.2,24,7628,91,57,Richard Fleischer,USA
1020,Cool Runnings,1993,6.0,3.4,30,35317,73,77,Jon Turteltaub,USA
1021,Angels in the Outfield,1994,0.0,0.0,1,0,100,0,Clarence Brown,USA
1022,Cinderella,1950,7.3,3.5,26,63946,92,76,Hamilton Luske,USA
1024,"Three Caballeros, The",1945,6.8,3.3,15,2192,86,62,Norman Ferguson,USA
1025,"Sword in the Stone, The",1963,6.0,3.3,22,11900,72,68,Wolfgang Reitherman,USA
1026,So Dear to My Heart,1949,0.0,0.0,0,0,0,0,Harold D. Schuster,USA
1027,Robin Hood: Prince of Thieves,1991,5.2,3.4,27,30722,55,72,Kevin Reynolds,USA
1028,Mary Poppins,1964,8.2,3.5,37,44140,100,79,Robert Stevenson,USA
1029,Dumbo,1941,8.4,3.3,31,32327,96,65,Ben Sharpsteen,USA
1030,Pete's Dragon,1977,4.6,3.1,20,7622,50,59,Don Chaffey,USA
1031,Bedknobs and Broomsticks,1971,6.0,3.3,28,15857,60,67,Robert Stevenson,USA
1032,Alice in Wonderland,1951,6.5,3.3,22,37778,81,70,Wilfred Jackson,USA
1033,"Fox and the Hound, The",1981,6.6,3.4,22,24666,68,77,Ted Berman,USA
1034,Freeway,1996,6.4,3.4,35,4677,74,73,Matthew Bright,USA
1035,"Sound of Music, The",1965,7.7,3.6,47,72590,80,86,Robert Wise,USA
1036,Die Hard,1988,8.1,3.9,50,99625,94,91,John McTiernan,USA
1037,"Lawnmower Man, The",1992,4.9,0.0,19,0,47,0,Brett Leonard,UK
1038,Unhook the Stars,1996,6.6,3.2,16,257,81,49,Nick Cassavetes,France
1039,Synthetic Pleasures,1995,5.4,0.0,6,0,16,0,Iara Lee,USA
1040,"Secret Agent, The",1996,7.6,0.0,10,0,100,0,Alfred Hitchcock,UK
1041,Secrets & Lies,1996,8.6,4.1,34,3358,94,90,Mike Leigh,France
1042,That Thing You Do!,1996,7.1,3.2,50,14364,92,69,Tom Hanks,USA
1043,To Gillian on Her 37th Birthday,1996,4.7,2.9,27,1032,14,43,Michael Pressman,USA
1044,Surviving Picasso,1996,5.0,3.4,17,1054,29,58,James Ivory,USA
1045,Love Is All There Is,1996,0.0,0.0,2,0,0,0,George Pappas,USA
1046,Beautiful Thing,1996,6.8,4.3,20,3357,90,91,Hettie MacDonald,UK
1047,"Long Kiss Goodnight, The",1996,6.1,3.3,29,10833,68,69,Renny Harlin,USA
1049,"Ghost and the Darkness, The",1996,5.5,3.3,45,7987,51,71,Stephen Hopkins,USA
1050,Looking for Richard,1996,7.1,3.6,45,1885,82,73,Al Pacino,USA
1051,Trees Lounge,1996,6.9,3.6,25,1441,80,78,Steve Buscemi,USA
1053,Normal Life,1996,6.0,3.0,10,289,70,45,John McNaughton,USA
1054,Get on the Bus,1996,7.5,3.5,38,1014,86,70,Spike Lee,USA
1055,Shadow Conspiracy,1997,3.0,2.6,27,692,0,24,Vic Armstrong (II),USA
1056,Jude,1996,7.3,3.6,28,1931,85,71,Michael Winterbottom,UK
1057,Everyone Says I Love You,1996,7.3,3.4,41,6964,78,63,Woody Allen,USA
1058,Bitter Sugar (Azucar Amargo),1996,0.0,0.0,3,0,66,0,Leon Ichaso,Cuba
1059,William Shakespeare's Romeo and Juliet,1996,0.0,0.0,0,0,0,0,Alexandre Tarta,USA
1060,Swingers,1996,7.7,3.8,51,14060,86,89,Doug Liman,USA
1061,Sleepers,1996,6.7,3.6,48,20694,72,81,Barry Levinson,USA
1062,"Sunchaser, The",1996,3.9,3.3,5,191,20,52,Michael Cimino,USA
1063,Johns,1996,7.9,3.9,54,103952,88,91,Steven Spielberg,USA
1064,Aladdin and the King of Thieves,1996,4.4,0.0,9,0,22,0,Tad Stones,USA
1066,Shall We Dance?,1937,5.4,3.0,152,26935,45,63,Peter Chelsom,USA
1067,"Damsel in Distress, A",1937,0.0,3.5,4,179,75,59,George Stevens,USA
1068,Crossfire,1947,7.7,3.5,12,577,83,72,Edward Dmytryk,USA
1069,"Murder, My Sweet",1944,7.7,0.0,14,0,92,0,Edward Dmytryk,USA
1070,Macao,1952,5.7,3.4,9,169,55,55,Josef von Sternberg,USA
1071,For the Moment,1994,0.0,0.0,0,0,0,0,Aaron Kim Johnston,Canada
1073,Willy Wonka and the Chocolate Factory,1971,7.5,0.0,29,0,89,0,Mel Stuart,USA
1076,"Innocents, The",1961,7.9,4.0,24,2095,95,85,Jack Clayton,USA
1077,Sleeper,1973,8.0,3.7,28,6718,100,80,Woody Allen,USA
1078,Bananas,1971,7.0,3.6,18,4533,88,73,Woody Allen,USA
1079,"Fish Called Wanda, A",1988,8.0,3.4,46,15157,95,77,John Cleese,USA
1080,Monty Python's Life of Brian,1979,8.2,3.9,53,40453,96,91,Terry Jones,UK
1081,Victor/Victoria,1982,8.0,3.7,17,3624,94,82,Blake Edwards,UK
1082,"Candidate, The",1972,8.6,3.9,48,6006,97,89,John Frankenheimer,USA
1083,"Great Race, The",1965,6.1,3.8,20,2175,75,81,Blake Edwards,USA
1084,Bonnie and Clyde,1967,8.1,3.7,46,12684,89,84,Arthur Penn,USA
1085,"Old Man and the Sea, The",1958,6.4,0.0,8,0,87,0,John Sturges,USA
1086,Dial M for Murder,1954,7.2,3.9,26,9307,80,88,Alfred Hitchcock,USA
1087,Madame Butterfly,1995,0.0,0.0,0,0,0,0,Graham Kitchener,USA
1088,Dirty Dancing,1987,5.8,3.7,43,185439,67,88,Emile Ardolino,USA
1089,Reservoir Dogs,1992,8.9,4.1,45,125757,95,93,Quentin Tarantino,USA
1090,Platoon,1986,7.8,3.9,42,49655,85,91,Oliver Stone,UK
1091,Weekend at Bernie's,1989,4.9,3.0,21,6596,47,57,Ted Kotcheff,USA
1092,Basic Instinct,1992,6.0,3.1,42,14326,59,64,Paul Verhoeven,USA
1093,"Doors, The",1991,5.8,3.6,44,14440,56,80,Oliver Stone,USA
1094,"Crying Game, The",1992,8.5,3.5,38,5761,100,76,Neil Jordan,UK
1095,Glengarry Glen Ross,1992,8.5,3.9,41,9083,97,87,James Foley,USA
1096,Sophie's Choice,1982,7.1,3.9,26,5468,80,87,Alan J. Pakula,UK
1097,E.T. the Extra-Terrestrial,1982,8.9,3.5,89,154405,97,65,Steven Spielberg,USA
1098,"Search for One-eye Jimmy, The",1996,0.0,0.0,0,0,0,0,Sam Henry Kass,USA
1099,"Christmas Carol, A",1938,0.0,0.0,0,0,0,0,Pierre Boutron,UK
1100,Days of Thunder,1990,4.6,3.0,43,14585,39,59,Tony Scott,USA
1101,Top Gun,1986,0.0,0.0,0,0,0,0,Geoffrey G. Bowers,USA
1102,American Strays,1996,0.0,0.0,0,0,0,0,Michael Covert,USA
1103,Rebel Without a Cause,1955,8.2,3.9,41,14558,95,87,Nicholas Ray,USA
1104,"Streetcar Named Desire, A",1951,8.5,3.9,46,13151,97,88,Elia Kazan,USA
1105,Children of the Corn IV: The Gathering,1996,0.0,0.0,1,0,0,0,Greg Spence,USA
1107,Loser,1991,4.2,2.6,94,5745,24,37,Amy Heckerling,USA
1111,Microcosmos (Microcosmos: Le peuple de l'herbe),1996,8.0,4.0,29,1418,96,89,Claude Nuridsany,France
1112,Palookaville,1996,6.2,3.3,11,334,63,58,Alan Taylor,USA
1113,"Associate, The",1996,5.1,2.9,17,1259,23,52,Donald Petrie,USA
1114,"Funeral, The",1996,7.0,3.4,24,1110,83,65,Abel Ferrara,USA
1115,Sleepover,1995,3.7,3.3,95,29842,14,62,Joe Nussbaum,USA
1116,"Single Girl, A (La Fille Seule)",1995,6.8,0.0,7,0,71,0,Benoît Jacquot,France
1117,"Eighth Day, The (Le Huitiï¿½me jour )",1996,6.8,4.0,6,1377,66,86,Jaco Van Dormael,Belgium
1119,Drunks,1997,7.4,3.2,179,24379,78,72,Paul Thomas Anderson,USA
1120,"People vs. Larry Flynt, The",1996,7.7,3.3,53,7206,86,73,Milos Forman,USA
1121,Glory Daze,1996,0.0,0.0,4,0,0,0,Rich Wilkes,USA
1123,"Perfect Candidate, A",1996,6.9,3.2,16,252,87,66,Bill Clinton,USA
1124,On Golden Pond,1981,7.5,3.7,21,4024,90,84,Mark Rydell,UK
1125,"Return of the Pink Panther, The",1974,6.6,0.0,16,0,87,0,Blake Edwards,UK
1126,Drop Dead Fred,1991,2.7,3.1,12,20039,8,72,Ate de Jong,USA
1127,"Abyss, The",1989,7.2,3.5,43,17381,88,78,James Cameron,USA
1128,"Fog, The",1980,2.7,2.5,66,14642,4,35,Rupert Wainwright,USA
1129,Escape from New York,1981,6.8,3.4,45,15629,82,72,John Carpenter,UK
1130,"Howling, The",1980,6.1,3.2,25,4849,60,61,Joe Dante,USA
1131,Jean de Florette,1986,8.0,4.2,19,3691,100,94,Claude Berri,France
1132,Manon of the Spring (Manon des sources),1986,8.9,4.2,13,2871,100,91,Claude Berri,Italy
1133,Talking About Sex,1994,7.6,3.4,187,6162,89,72,Bill Condon,USA
1135,Private Benjamin,1980,6.7,3.0,22,3377,86,57,Howard Zieff,USA
1136,Monty Python and the Holy Grail,1974,7.8,4.1,51,94032,94,94,Ian MacNaughton,UK
1137,Hustler White,1996,0.0,0.0,2,0,50,0,Bruce Labruce,Germany
1138,Dadetown,1995,0.0,0.0,4,0,75,0,Russ Hexter,USA
1139,Everything Relative,1996,4.9,3.2,8,49,25,50,Sharon Pollack,USA
1140,Entertaining Angels: The Dorothy Day Story,1996,4.8,3.7,6,176,50,67,Michael Ray Rhodes,USA
1142,Get Over It,1996,5.1,2.9,62,9761,45,51,Tommy O'Haver,USA
1143,Three Lives and Only One Death,1996,6.3,4.0,9,162,55,80,Raoul Ruiz,France
1144,"Line King: Al Hirschfeld, The",1996,0.0,0.0,2,0,100,0,Susan Warms Dryfoos,USA
1147,When We Were Kings,1996,8.4,4.1,42,2489,97,91,Leon Gast,USA
1148,"Wrong Trousers, The",1993,9.1,0.0,24,0,100,0,Nick Park,UK
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",1982,8.0,0.0,9,0,100,0,Daniel Vigne,France
1151,Faust,1994,0.0,0.0,3,0,33,0,Brian Yuzna,USA
1152,He Walked by Night,1948,7.6,0.0,6,0,83,0,Alfred L. Werker,USA
1153,Raw Deal,1948,3.8,2.7,12,3041,25,32,John Irvin,USA
1154,T-Men,1947,7.8,0.0,6,0,100,0,Anthony Mann,USA
1156,"Children Are Watching us, The (Bambini ci guardano, I)",1942,0.0,0.0,2,0,100,0,Vittorio De Sica,Italy
1157,"Symphonie pastorale, La",1946,0.0,0.0,0,0,0,0,Jean Delannoy,France
1161,"Tin Drum, The (Blechtrommel, Die)",1979,7.3,4.0,12,2140,75,86,Volker Schlöndorff,West Germany
1162,"Ruling Class, The",1972,7.2,3.9,11,956,81,85,Peter Medak,UK
1163,Mina Tannenbaum,1994,0.0,0.0,2,0,100,0,Martine Dugowson,Netherlands
1164,Two or Three Things I Know About Her,1966,8.0,3.8,29,1050,93,73,Jean-Luc Godard,France
1167,Dear God,1996,3.6,2.6,33,883,12,26,Garry Marshall,USA
1168,Bad Moon,1996,3.3,2.8,5,1122,20,41,Eric Red,USA
1170,Best of the Best 3: No Turning Back,1995,0.0,0.0,0,0,0,0,Phillip Rhee,USA
1171,Bob Roberts,1992,7.5,3.5,34,1689,100,70,Tim Robbins,USA
1172,Cinema Paradiso,1988,7.9,4.4,56,21396,89,96,Giuseppe Tornatore,Italy
1173,"Cook the Thief His Wife & Her Lover, The",1989,7.3,3.9,37,5208,89,88,Peter Greenaway,France
1174,Grosse Fatigue,1994,6.8,3.3,6,124,50,60,Michel Blanc,France
1175,Delicatessen,1991,7.6,4.1,39,14805,87,91,Marc Caro,France
1176,"Double Life of Veronique, The (La Double Vie de Vï¿½ronique)",1991,7.6,4.3,25,5676,84,92,Krzysztof Kieslowski,France
1177,Enchanted April,1991,7.2,3.9,19,2525,89,80,Mike Newell,UK
1178,Paths of Glory,1957,8.6,0.0,39,0,92,0,Stanley Kubrick,USA
1179,"Grifters, The",1990,7.9,3.4,38,2730,89,69,Stephen Frears,USA
1180,Hear My Song,1991,7.1,3.7,12,154,91,74,Peter Chelsom,Ireland
1183,"English Patient, The",1996,7.7,3.6,58,22977,82,82,Anthony Minghella,USA
1184,Mediterraneo,1991,6.3,4.1,13,1443,76,91,Gabriele Salvatores,Italy
1185,My Left Foot,1989,8.2,3.9,30,5875,100,90,Jim Sheridan,Ireland
1186,"Sex, Lies, and Videotape",1989,7.9,3.3,34,5946,97,73,Steven Soderbergh,USA
1187,Passion Fish,1992,7.8,3.6,22,614,100,79,John Sayles,USA
1188,Strictly Ballroom,1992,0.0,0.0,0,0,0,0,Pierre Trividic,Australia
1189,"Thin Blue Line, The",1988,8.7,4.0,11,1805,100,89,Errol Morris,USA
1190,Tie Me Up! Tie Me Down!,1990,6.5,3.7,23,4683,73,79,Pedro Almodóvar,Spain
1191,Madonna: Truth or Dare,1991,6.1,3.2,16,2102,75,62,Alek Keshishian,USA
1192,Paris Is Burning,1990,7.4,4.0,9,878,100,82,Jennie Livingston,USA
1193,One Flew Over the Cuckoo's Nest,1975,8.8,4.2,50,61369,96,95,Milos Forman,USA
1194,Up in Smoke,1978,5.1,3.6,16,11888,43,81,Lou Adler,USA
1196,Star Wars: Episode V - The Empire Strikes Back,1980,8.6,4.1,71,146071,97,94,Irvin Kershner,USA
1197,"Princess Bride, The",1987,8.2,4.0,44,116640,95,92,Rob Reiner,USA
1198,Raiders of the Lost Ark,1981,0.0,0.0,0,0,0,0,Mike Nawrocki,USA
1199,Brazil,1985,8.6,4.1,40,35162,97,89,Terry Gilliam,UK
1200,Aliens,1986,8.8,3.8,47,72406,100,90,James Cameron,USA
1201,"Good, The Bad and The Ugly, The",1966,8.7,4.0,62,40790,98,93,Sergio Leone,Italy
1202,Withnail and I,1987,8.3,4.4,28,11574,92,95,Bruce Robinson,UK
1203,12 Angry Men,1957,8.8,4.1,36,22784,100,95,Sidney Lumet,USA
1204,Lawrence of Arabia,1962,8.8,4.1,56,22451,98,91,David Lean,UK
1206,"Clockwork Orange, A",1971,0.0,0.0,0,0,0,0,Stanley Kubrick,UK
1207,To Kill a Mockingbird,1962,8.8,3.8,39,19861,97,91,Robert Mulligan,USA
1208,Apocalypse Now,1979,8.8,4.1,61,67647,98,93,Francis Ford Coppola,USA
1209,Once Upon a Time in the West,1969,9.0,4.3,48,18310,97,94,Sergio Leone,Italy
1210,Star Wars: Episode VI - Return of the Jedi,1983,6.7,4.0,63,137818,77,93,Richard Marquand,USA
1211,Wings of Desire (Der Himmel ï¿½ber Berlin),1987,8.5,4.4,39,9110,97,94,Wim Wenders,West Germany
1212,"Third Man, The",1949,9.1,4.3,57,13251,100,94,Carol Reed,UK
1213,GoodFellas,1990,8.8,4.3,58,124589,96,96,Martin Scorsese,USA
1214,Alien,1979,0.0,0.0,0,0,0,0,Jeff Cochran,USA
1215,Army of Darkness,1993,6.9,3.8,37,33240,72,85,Sam Raimi,USA
1216,"Big Blue, The (Le Grand Bleu)",1988,5.8,4.1,12,10653,66,92,Luc Besson,France
1217,Ran,1985,8.7,4.3,56,9990,96,94,Akira Kurosawa,Japan
1218,"Killer, The (Die xue shuang xiong)",1989,8.6,4.0,31,6079,100,91,John Woo,Hong Kong
1219,Psycho,1960,8.9,3.9,67,32475,98,90,Alfred Hitchcock,USA
1220,"Blues Brothers, The",1980,6.9,3.7,45,29786,84,89,John Landis,USA
1221,"Godfather: Part II, The",1974,9.2,4.3,55,106035,98,96,Francis Ford Coppola,USA
1222,Full Metal Jacket,1987,8.2,4.0,55,77926,96,93,Stanley Kubrick,UK
1223,"Grand Day Out, A",1992,8.3,0.0,19,0,100,0,Nick Park,UK
1224,Henry V,1989,8.2,4.0,32,3619,100,87,Kenneth Branagh,UK
1225,Amadeus,1984,8.6,3.9,69,24420,95,94,Milos Forman,USA
1226,"Quiet Man, The",1952,8.0,4.1,34,6203,91,91,John Ford,USA
1227,Once Upon a Time in America,1984,8.4,4.2,29,25390,93,92,Sergio Leone,Italy
1228,Raging Bull,1980,9.0,4.1,54,33528,98,92,Martin Scorsese,USA
1230,Annie Hall,1977,8.8,3.9,46,27350,97,92,Woody Allen,USA
1231,"Right Stuff, The",1983,8.6,3.9,30,5615,96,87,Philip Kaufman,USA
1232,Stalker,1979,8.2,4.5,16,6877,100,95,Andrei Tarkovsky,West Germany
1233,"Boat, The (Das Boot)",1981,9.0,4.1,36,11718,100,94,Wolfgang Petersen,West Germany
1234,"Sting, The",1973,8.1,4.1,45,16187,91,93,George Roy Hill,USA
1235,Harold and Maude,1971,7.6,4.2,38,15115,84,93,Hal Ashby,USA
1236,Trust,1990,4.6,2.9,100,11451,27,38,Bart Freundlich,USA
1237,"Seventh Seal, The (Sjunde inseglet, Det)",1957,9.0,4.3,46,12987,93,94,Ingmar Bergman,Sweden
1238,Local Hero,1983,8.8,4.1,30,2127,100,87,Bill Forsyth,UK
1240,"Terminator, The",1984,5.0,3.4,251,267474,31,64,McG,USA
1241,Braindead,1992,7.4,3.8,20,16839,85,84,Peter Jackson,New Zealand
1242,Glory,1989,7.9,4.0,40,13978,92,92,Edward Zwick,USA
1243,Rosencrantz and Guildenstern Are Dead,1990,6.3,4.0,27,4144,66,89,Tom Stoppard,UK
1244,Manhattan,1979,8.6,4.1,43,14496,97,92,Woody Allen,USA
1245,Miller's Crossing,1990,8.0,4.0,51,14665,90,90,Joel Coen,USA
1246,Dead Poets Society,1989,7.2,3.8,49,56733,85,90,Peter Weir,USA
1247,"Graduate, The",1967,8.0,3.7,44,22493,88,90,Mike Nichols,USA
1248,Touch of Evil,1958,0.0,0.0,0,0,0,0,James A. Contner,USA
1250,"Bridge on the River Kwai, The",1957,8.8,3.9,43,10774,95,90,David Lean,UK
1251,8 1/2,1963,8.4,4.3,34,12375,97,92,Federico Fellini,Italy
1252,Chinatown,1974,9.3,4.2,47,22995,100,92,Roman Polanski,USA
1253,"Day the Earth Stood Still, The",1951,8.0,3.8,50,8999,94,86,Robert Wise,USA
1254,"Treasure of the Sierra Madre, The",1948,9.0,4.1,38,6732,100,90,John Huston,USA
1255,Bad Taste,1987,6.4,0.0,20,0,70,0,Peter Jackson,New Zealand
1256,Duck Soup,1933,8.9,4.1,35,7416,94,91,Leo McCarey,USA
1257,Better Off Dead...,1985,7.0,3.7,21,11561,80,86,Savage Steve Holland,USA
1258,"Shining, The",1980,7.8,4.0,45,91362,86,91,Stanley Kubrick,UK
1259,Stand by Me,1986,7.8,0.0,34,0,94,0,Rob Reiner,USA
1260,M,1931,9.0,4.3,40,9191,100,94,Fritz Lang,Germany
1261,Evil Dead II (Dead By Dawn),1987,7.8,3.8,42,30657,97,86,Sam Raimi,USA
1262,"Great Escape, The",1963,0.0,0.0,0,0,0,0,Francisco Perez Dolz,USA
1263,"Deer Hunter, The",1978,8.3,4.1,44,27513,90,91,Michael Cimino,USA
1264,Diva,1981,8.1,4.0,41,1807,95,86,Jean-Jacques Beineix,France
1265,Groundhog Day,1993,7.9,3.3,52,34921,96,79,Harold Ramis,USA
1266,Unforgiven,1992,8.5,4.0,56,27203,96,91,Clint Eastwood,USA
1267,"Manchurian Candidate, The",1962,8.6,3.9,48,6006,97,89,John Frankenheimer,USA
1268,Pump Up the Volume,1990,6.7,3.4,31,5356,80,79,Allan Moyle,Canada
1269,Arsenic and Old Lace,1944,7.6,4.0,21,9161,90,91,Frank Capra,USA
1270,Back to the Future,1985,8.4,3.8,54,126816,96,88,Robert Zemeckis,USA
1271,Fried Green Tomatoes,1991,6.5,3.7,22,24457,81,88,Jon Avnet,USA
1272,Patton,1970,8.2,4.0,36,8522,97,93,Franklin J. Schaffner,USA
1273,Down by Law,1986,7.4,4.3,24,6805,87,94,Jim Jarmusch,USA
1274,Akira,1988,7.3,4.0,34,33398,88,89,Katsuhiro Ôtomo,Japan
1275,Highlander,1986,5.9,3.5,29,18748,65,78,Russell Mulcahy,USA
1276,Cool Hand Luke,1967,8.8,4.1,44,17521,100,93,Stuart Rosenberg,USA
1277,Cyrano de Bergerac,1990,6.9,3.8,12,668,83,81,Michael Gordon,USA
1278,Young Frankenstein,1974,8.5,3.8,46,37773,93,91,Mel Brooks,USA
1279,Night on Earth,1991,6.3,4.0,16,5592,81,91,Jim Jarmusch,France
1280,Raise the Red Lantern,1991,8.4,4.1,24,5193,95,92,Yimou Zhang,China
1281,"Great Dictator, The",1940,8.9,4.2,34,16082,94,93,Charles Chaplin,USA
1282,Fantasia,1940,8.5,3.5,42,12184,97,77,James Algar,USA
1283,High Noon,1952,8.8,3.9,41,6074,95,87,Fred Zinnemann,USA
1284,"Big Sleep, The",1946,8.6,4.1,43,7772,95,91,Howard Hawks,USA
1285,Heathers,1989,7.8,3.7,41,17025,95,82,Michael Lehmann,USA
1286,Somewhere in Time,1980,5.8,3.9,16,7602,62,88,Jeannot Szwarc,USA
1287,Ben-Hur,1959,7.8,3.7,33,25817,90,80,William Wyler,USA
1288,This Is Spinal Tap,1984,8.6,3.9,53,23608,96,91,Rob Reiner,USA
1289,Koyaanisqatsi,1983,8.0,4.3,18,4109,88,91,Godfrey Reggio,USA
1290,Some Kind of Wonderful,1987,6.4,3.5,33,7505,78,78,Howard Deutch,USA
1291,Indiana Jones and the Last Crusade,1989,7.9,3.9,54,103952,88,91,Steven Spielberg,USA
1292,Being There,1979,8.4,4.1,38,6371,94,91,Hal Ashby,USA
1293,Gandhi,1982,7.7,3.9,40,10562,85,91,Richard Attenborough,UK
1295,"Unbearable Lightness of Being, The",1988,8.3,3.9,17,5178,94,84,Philip Kaufman,USA
1296,"Room with a View, A",1986,8.6,3.9,21,6394,100,85,James Ivory,UK
1297,Real Genius,1985,6.5,3.5,23,6720,73,78,Martha Coolidge,USA
1298,Pink Floyd - The Wall,1982,6.5,0.0,17,0,64,0,Alan Parker,UK
